veh_lat_rnd,veh_long_rnd,start_time_mo,start_time_dayofwk,rides_on,rides_off
30.21,-97.8,1,2,91,104
30.21,-97.8,1,3,119,127
30.21,-97.8,1,4,175,178
30.21,-97.8,1,5,176,204
30.21,-97.8,1,6,102,135
30.21,-97.8,1,7,64,60
30.21,-97.8,8,1,115,130
30.21,-97.8,8,2,360,347
30.21,-97.8,8,3,417,413
30.21,-97.8,8,4,387,389
30.21,-97.8,8,5,177,202
30.21,-97.8,8,6,142,189
30.21,-97.8,8,7,102,80
30.21,-97.8,9,1,315,291
30.21,-97.8,9,2,698,716
30.21,-97.8,9,3,828,801
30.21,-97.8,9,4,875,865
30.21,-97.8,9,5,1030,1043
30.21,-97.8,9,6,837,913
30.21,-97.8,9,7,307,303
30.21,-97.8,10,1,345,349
30.21,-97.8,10,2,946,1015
30.21,-97.8,10,3,767,799
30.21,-97.8,10,4,875,898
30.21,-97.8,10,5,830,870
30.21,-97.8,10,6,633,770
30.21,-97.8,10,7,476,477
30.21,-97.8,11,1,321,249
30.21,-97.8,11,2,762,816
30.21,-97.8,11,3,1052,1029
30.21,-97.8,11,4,982,982
30.21,-97.8,11,5,643,691
30.21,-97.8,11,6,761,806
30.21,-97.8,11,7,312,324
30.21,-97.8,12,1,186,166
30.21,-97.8,12,2,599,608
30.21,-97.8,12,3,704,720
30.21,-97.8,12,4,620,650
30.21,-97.8,12,5,811,846
30.21,-97.8,12,6,745,755
30.21,-97.8,12,7,370,361
30.21,-97.79,1,1,13,9
30.21,-97.79,1,2,22,23
30.21,-97.79,1,3,38,36
30.21,-97.79,1,4,40,37
30.21,-97.79,1,5,42,40
30.21,-97.79,1,6,25,24
30.21,-97.79,1,7,18,16
30.21,-97.79,8,1,28,22
30.21,-97.79,8,2,56,51
30.21,-97.79,8,3,75,90
30.21,-97.79,8,4,62,74
30.21,-97.79,8,5,28,33
30.21,-97.79,8,6,39,32
30.21,-97.79,8,7,14,21
30.21,-97.79,9,1,81,68
30.21,-97.79,9,2,100,111
30.21,-97.79,9,3,122,148
30.21,-97.79,9,4,136,132
30.21,-97.79,9,5,206,193
30.21,-97.79,9,6,156,164
30.21,-97.79,9,7,61,51
30.21,-97.79,10,1,78,55
30.21,-97.79,10,2,167,158
30.21,-97.79,10,3,121,131
30.21,-97.79,10,4,139,144
30.21,-97.79,10,5,156,146
30.21,-97.79,10,6,99,91
30.21,-97.79,10,7,89,71
30.21,-97.79,11,1,81,59
30.21,-97.79,11,2,127,126
30.21,-97.79,11,3,208,181
30.21,-97.79,11,4,189,168
30.21,-97.79,11,5,109,95
30.21,-97.79,11,6,126,130
30.21,-97.79,11,7,60,76
30.21,-97.79,12,1,43,35
30.21,-97.79,12,2,113,103
30.21,-97.79,12,3,150,129
30.21,-97.79,12,4,112,104
30.21,-97.79,12,5,183,178
30.21,-97.79,12,6,194,137
30.21,-97.79,12,7,87,78
30.21,-97.78,1,1,106,101
30.21,-97.78,1,2,279,297
30.21,-97.78,1,3,400,386
30.21,-97.78,1,4,355,328
30.21,-97.78,1,5,365,365
30.21,-97.78,1,6,237,215
30.21,-97.78,1,7,184,150
30.21,-97.78,8,1,265,264
30.21,-97.78,8,2,693,668
30.21,-97.78,8,3,738,676
30.21,-97.78,8,4,755,747
30.21,-97.78,8,5,281,317
30.21,-97.78,8,6,355,310
30.21,-97.78,8,7,177,191
30.21,-97.78,9,1,732,744
30.21,-97.78,9,2,1422,1378
30.21,-97.78,9,3,1618,1630
30.21,-97.78,9,4,1498,1549
30.21,-97.78,9,5,1913,1906
30.21,-97.78,9,6,1810,1786
30.21,-97.78,9,7,952,877
30.21,-97.78,10,1,886,894
30.21,-97.78,10,2,1899,1846
30.21,-97.78,10,3,1544,1540
30.21,-97.78,10,4,1408,1434
30.21,-97.78,10,5,1540,1451
30.21,-97.78,10,6,1351,1321
30.21,-97.78,10,7,1229,1170
30.21,-97.78,11,1,783,780
30.21,-97.78,11,2,1533,1520
30.21,-97.78,11,3,1969,1965
30.21,-97.78,11,4,1773,1792
30.21,-97.78,11,5,1222,1135
30.21,-97.78,11,6,1501,1400
30.21,-97.78,11,7,885,841
30.21,-97.78,12,1,466,469
30.21,-97.78,12,2,1160,1166
30.21,-97.78,12,3,1379,1350
30.21,-97.78,12,4,1242,1184
30.21,-97.78,12,5,1582,1523
30.21,-97.78,12,6,1639,1606
30.21,-97.78,12,7,1002,903
30.21,-97.77,1,1,36,40
30.21,-97.77,1,2,83,65
30.21,-97.77,1,3,124,105
30.21,-97.77,1,4,120,81
30.21,-97.77,1,5,136,78
30.21,-97.77,1,6,81,59
30.21,-97.77,1,7,43,33
30.21,-97.77,8,1,106,85
30.21,-97.77,8,2,201,166
30.21,-97.77,8,3,219,170
30.21,-97.77,8,4,236,159
30.21,-97.77,8,5,93,68
30.21,-97.77,8,6,119,66
30.21,-97.77,8,7,76,64
30.21,-97.77,9,1,211,174
30.21,-97.77,9,2,394,282
30.21,-97.77,9,3,483,359
30.21,-97.77,9,4,452,374
30.21,-97.77,9,5,561,457
30.21,-97.77,9,6,698,544
30.21,-97.77,9,7,317,259
30.21,-97.77,10,1,335,273
30.21,-97.77,10,2,599,435
30.21,-97.77,10,3,503,341
30.21,-97.77,10,4,501,374
30.21,-97.77,10,5,465,364
30.21,-97.77,10,6,502,364
30.21,-97.77,10,7,476,357
30.21,-97.77,11,1,232,193
30.21,-97.77,11,2,474,348
30.21,-97.77,11,3,609,417
30.21,-97.77,11,4,550,431
30.21,-97.77,11,5,385,283
30.21,-97.77,11,6,674,521
30.21,-97.77,11,7,320,294
30.21,-97.77,12,1,169,157
30.21,-97.77,12,2,357,293
30.21,-97.77,12,3,442,366
30.21,-97.77,12,4,382,303
30.21,-97.77,12,5,491,359
30.21,-97.77,12,6,506,375
30.21,-97.77,12,7,355,305
30.21,-97.76,8,1,0,0
30.21,-97.76,8,4,0,0
30.21,-97.76,9,3,0,0
30.21,-97.76,9,5,0,0
30.21,-97.76,10,1,0,0
30.21,-97.76,10,2,0,0
30.21,-97.76,10,5,0,0
30.21,-97.76,10,6,0,0
30.21,-97.76,10,7,0,0
30.21,-97.76,11,4,2,1
30.21,-97.76,11,6,0,0
30.21,-97.76,12,6,0,0
30.21,-97.76,12,7,0,0
30.21,-97.75,1,1,25,22
30.21,-97.75,1,2,70,61
30.21,-97.75,1,3,104,128
30.21,-97.75,1,4,119,112
30.21,-97.75,1,5,149,143
30.21,-97.75,1,6,75,104
30.21,-97.75,1,7,29,42
30.21,-97.75,8,1,58,61
30.21,-97.75,8,2,241,247
30.21,-97.75,8,3,236,288
30.21,-97.75,8,4,290,305
30.21,-97.75,8,5,131,124
30.21,-97.75,8,6,145,136
30.21,-97.75,8,7,32,51
30.21,-97.75,9,1,82,118
30.21,-97.75,9,2,372,398
30.21,-97.75,9,3,544,573
30.21,-97.75,9,4,579,555
30.21,-97.75,9,5,716,726
30.21,-97.75,9,6,633,685
30.21,-97.75,9,7,140,182
30.21,-97.75,10,1,129,214
30.21,-97.75,10,2,690,713
30.21,-97.75,10,3,553,609
30.21,-97.75,10,4,491,592
30.21,-97.75,10,5,589,645
30.21,-97.75,10,6,567,580
30.21,-97.75,10,7,185,275
30.21,-97.75,11,1,102,134
30.21,-97.75,11,2,502,564
30.21,-97.75,11,3,635,666
30.21,-97.75,11,4,616,695
30.21,-97.75,11,5,420,454
30.21,-97.75,11,6,394,494
30.21,-97.75,11,7,149,194
30.21,-97.75,12,1,68,91
30.21,-97.75,12,2,404,418
30.21,-97.75,12,3,456,522
30.21,-97.75,12,4,485,513
30.21,-97.75,12,5,623,662
30.21,-97.75,12,6,510,605
30.21,-97.75,12,7,161,201
30.21,-97.74,1,1,14,32
30.21,-97.74,1,2,28,50
30.21,-97.74,1,3,52,92
30.21,-97.74,1,4,33,70
30.21,-97.74,1,5,43,90
30.21,-97.74,1,6,41,71
30.21,-97.74,1,7,14,37
30.21,-97.74,8,1,15,65
30.21,-97.74,8,2,72,141
30.21,-97.74,8,3,80,170
30.21,-97.74,8,4,96,182
30.21,-97.74,8,5,48,92
30.21,-97.74,8,6,37,104
30.21,-97.74,8,7,8,50
30.21,-97.74,9,1,19,77
30.21,-97.74,9,2,179,282
30.21,-97.74,9,3,236,353
30.21,-97.74,9,4,243,388
30.21,-97.74,9,5,288,440
30.21,-97.74,9,6,258,443
30.21,-97.74,9,7,67,167
30.21,-97.74,10,1,34,148
30.21,-97.74,10,2,269,461
30.21,-97.74,10,3,186,337
30.21,-97.74,10,4,238,365
30.21,-97.74,10,5,264,382
30.21,-97.74,10,6,226,364
30.21,-97.74,10,7,55,206
30.21,-97.74,11,1,27,111
30.21,-97.74,11,2,203,333
30.21,-97.74,11,3,284,468
30.21,-97.74,11,4,237,417
30.21,-97.74,11,5,155,298
30.21,-97.74,11,6,202,364
30.21,-97.74,11,7,36,170
30.21,-97.74,12,1,23,100
30.21,-97.74,12,2,185,302
30.21,-97.74,12,3,193,313
30.21,-97.74,12,4,195,321
30.21,-97.74,12,5,242,412
30.21,-97.74,12,6,254,441
30.21,-97.74,12,7,66,193
30.21,-97.73,1,2,18,17
30.21,-97.73,1,3,46,44
30.21,-97.73,1,4,21,20
30.21,-97.73,1,5,18,18
30.21,-97.73,1,6,18,17
30.21,-97.73,8,1,0,0
30.21,-97.73,8,2,44,42
30.21,-97.73,8,3,36,33
30.21,-97.73,8,4,31,42
30.21,-97.73,8,5,25,33
30.21,-97.73,8,6,11,21
30.21,-97.73,9,2,66,78
30.21,-97.73,9,3,40,61
30.21,-97.73,9,4,103,133
30.21,-97.73,9,5,121,154
30.21,-97.73,9,6,80,115
30.21,-97.73,10,2,137,153
30.21,-97.73,10,3,82,95
30.21,-97.73,10,4,102,138
30.21,-97.73,10,5,152,167
30.21,-97.73,10,6,87,118
30.21,-97.73,11,2,68,70
30.21,-97.73,11,3,74,101
30.21,-97.73,11,4,80,114
30.21,-97.73,11,5,46,66
30.21,-97.73,11,6,58,78
30.21,-97.73,12,2,60,65
30.21,-97.73,12,3,59,75
30.21,-97.73,12,4,55,77
30.21,-97.73,12,5,115,121
30.21,-97.73,12,6,100,111
30.21,-97.72,1,1,12,18
30.21,-97.72,1,2,59,39
30.21,-97.72,1,3,131,119
30.21,-97.72,1,4,95,104
30.21,-97.72,1,5,110,96
30.21,-97.72,1,6,50,64
30.21,-97.72,1,7,10,13
30.21,-97.72,8,1,39,53
30.21,-97.72,8,2,175,195
30.21,-97.72,8,3,230,237
30.21,-97.72,8,4,191,232
30.21,-97.72,8,5,101,111
30.21,-97.72,8,6,71,106
30.21,-97.72,8,7,13,37
30.21,-97.72,9,1,121,174
30.21,-97.72,9,2,338,399
30.21,-97.72,9,3,350,372
30.21,-97.72,9,4,377,393
30.21,-97.72,9,5,531,588
30.21,-97.72,9,6,329,334
30.21,-97.72,9,7,95,118
30.21,-97.72,10,1,132,179
30.21,-97.72,10,2,570,540
30.21,-97.72,10,3,383,389
30.21,-97.72,10,4,416,380
30.21,-97.72,10,5,480,447
30.21,-97.72,10,6,304,293
30.21,-97.72,10,7,141,148
30.21,-97.72,11,1,106,137
30.21,-97.72,11,2,392,385
30.21,-97.72,11,3,539,612
30.21,-97.72,11,4,528,556
30.21,-97.72,11,5,237,231
30.21,-97.72,11,6,354,332
30.21,-97.72,11,7,103,109
30.21,-97.72,12,1,56,61
30.21,-97.72,12,2,349,343
30.21,-97.72,12,3,421,442
30.21,-97.72,12,4,375,413
30.21,-97.72,12,5,492,543
30.21,-97.72,12,6,481,463
30.21,-97.72,12,7,102,118
30.21,-97.71,1,1,3,2
30.21,-97.71,1,2,8,5
30.21,-97.71,1,3,14,14
30.21,-97.71,1,4,9,21
30.21,-97.71,1,5,11,14
30.21,-97.71,1,6,4,5
30.21,-97.71,1,7,2,5
30.21,-97.71,8,1,5,5
30.21,-97.71,8,2,17,12
30.21,-97.71,8,3,23,25
30.21,-97.71,8,4,25,18
30.21,-97.71,8,5,9,13
30.21,-97.71,8,6,6,9
30.21,-97.71,8,7,4,7
30.21,-97.71,9,1,16,28
30.21,-97.71,9,2,32,32
30.21,-97.71,9,3,36,50
30.21,-97.71,9,4,40,46
30.21,-97.71,9,5,70,69
30.21,-97.71,9,6,51,60
30.21,-97.71,9,7,12,18
30.21,-97.71,10,1,31,30
30.21,-97.71,10,2,65,58
30.21,-97.71,10,3,28,55
30.21,-97.71,10,4,34,45
30.21,-97.71,10,5,33,43
30.21,-97.71,10,6,26,31
30.21,-97.71,10,7,16,34
30.21,-97.71,11,1,14,16
30.21,-97.71,11,2,33,39
30.21,-97.71,11,3,48,82
30.21,-97.71,11,4,39,77
30.21,-97.71,11,5,24,29
30.21,-97.71,11,6,31,42
30.21,-97.71,11,7,10,20
30.21,-97.71,12,1,9,11
30.21,-97.71,12,2,21,32
30.21,-97.71,12,3,43,52
30.21,-97.71,12,4,38,45
30.21,-97.71,12,5,41,78
30.21,-97.71,12,6,32,53
30.21,-97.71,12,7,22,15
30.21,-97.7,1,2,1,1
30.21,-97.7,1,4,1,1
30.21,-97.7,1,5,1,1
30.21,-97.7,9,2,1,1
30.21,-97.7,9,3,2,2
30.21,-97.7,9,4,0,0
30.21,-97.7,9,5,1,2
30.21,-97.7,10,2,3,2
30.21,-97.7,10,4,1,2
30.21,-97.7,10,5,1,1
30.21,-97.7,11,6,1,1
30.21,-97.7,12,2,5,4
30.21,-97.7,12,3,3,2
30.21,-97.7,12,4,1,0
30.21,-97.7,12,5,4,4
30.21,-97.7,12,6,1,1
30.21,-97.69,1,2,13,13
30.21,-97.69,1,3,60,63
30.21,-97.69,1,4,27,34
30.21,-97.69,1,5,23,24
30.21,-97.69,1,6,15,18
30.21,-97.69,8,1,3,3
30.21,-97.69,8,2,99,87
30.21,-97.69,8,3,101,88
30.21,-97.69,8,4,96,92
30.21,-97.69,8,5,62,60
30.21,-97.69,8,6,29,24
30.21,-97.69,9,2,155,163
30.21,-97.69,9,3,146,150
30.21,-97.69,9,4,228,241
30.21,-97.69,9,5,262,273
30.21,-97.69,9,6,206,185
30.21,-97.69,10,1,15,13
30.21,-97.69,10,2,252,278
30.21,-97.69,10,3,182,171
30.21,-97.69,10,4,230,243
30.21,-97.69,10,5,246,253
30.21,-97.69,10,6,198,210
30.21,-97.69,11,2,167,191
30.21,-97.69,11,3,201,229
30.21,-97.69,11,4,234,238
30.21,-97.69,11,5,81,96
30.21,-97.69,11,6,131,141
30.21,-97.69,12,2,149,154
30.21,-97.69,12,3,180,151
30.21,-97.69,12,4,174,171
30.21,-97.69,12,5,228,231
30.21,-97.69,12,6,274,256
30.21,-97.68,9,2,0,1
30.21,-97.68,9,5,1,1
30.21,-97.68,9,6,3,3
30.21,-97.68,10,2,1,1
30.21,-97.68,10,4,0,1
30.21,-97.68,11,6,1,1
30.21,-97.68,12,3,1,2
30.21,-97.68,12,6,0,0
30.21,-97.67,1,3,8,6
30.21,-97.67,1,4,0,1
30.21,-97.67,8,3,0,0
30.21,-97.67,9,3,0,0
30.21,-97.67,9,6,2,0
30.21,-97.67,10,3,1,1
30.21,-97.67,10,5,6,0
30.21,-97.67,11,2,5,4
30.21,-97.67,11,3,2,0
30.21,-97.67,11,4,2,3
30.21,-97.67,11,6,0,0
30.21,-97.67,11,7,0,2
30.21,-97.67,12,1,0,0
30.21,-97.67,12,2,0,1
30.21,-97.67,12,3,5,52
30.21,-97.67,12,4,0,4
30.21,-97.67,12,5,0,1
30.21,-97.66,1,1,13,14
30.21,-97.66,1,2,23,19
30.21,-97.66,1,3,44,47
30.21,-97.66,1,4,38,38
30.21,-97.66,1,5,40,43
30.21,-97.66,1,6,57,33
30.21,-97.66,1,7,17,27
30.21,-97.66,8,1,35,35
30.21,-97.66,8,2,53,61
30.21,-97.66,8,3,42,41
30.21,-97.66,8,4,43,72
30.21,-97.66,8,5,27,27
30.21,-97.66,8,6,27,25
30.21,-97.66,8,7,24,12
30.21,-97.66,9,1,56,63
30.21,-97.66,9,2,104,133
30.21,-97.66,9,3,111,137
30.21,-97.66,9,4,98,133
30.21,-97.66,9,5,128,160
30.21,-97.66,9,6,129,186
30.21,-97.66,9,7,107,99
30.21,-97.66,10,1,95,89
30.21,-97.66,10,2,177,184
30.21,-97.66,10,3,121,149
30.21,-97.66,10,4,144,159
30.21,-97.66,10,5,123,124
30.21,-97.66,10,6,121,118
30.21,-97.66,10,7,129,113
30.21,-97.66,11,1,105,97
30.21,-97.66,11,2,186,165
30.21,-97.66,11,3,201,226
30.21,-97.66,11,4,239,239
30.21,-97.66,11,5,132,153
30.21,-97.66,11,6,113,143
30.21,-97.66,11,7,108,103
30.21,-97.66,12,1,73,68
30.21,-97.66,12,2,101,128
30.21,-97.66,12,3,128,145
30.21,-97.66,12,4,136,114
30.21,-97.66,12,5,153,159
30.21,-97.66,12,6,163,176
30.21,-97.66,12,7,116,97
30.21,-97.65,8,1,32,9
30.21,-97.65,8,2,47,32
30.21,-97.65,8,3,37,14
30.21,-97.65,8,4,33,14
30.21,-97.65,8,5,12,21
30.21,-97.65,8,6,17,9
30.21,-97.65,8,7,37,10
30.21,-97.65,9,1,61,19
30.21,-97.65,9,2,61,52
30.21,-97.65,9,3,61,42
30.21,-97.65,9,4,42,25
30.21,-97.65,9,5,76,36
30.21,-97.65,9,6,88,56
30.21,-97.65,9,7,122,53
30.21,-97.65,10,1,0,1
30.21,-97.65,10,2,5,1
30.21,-97.65,10,3,0,2
30.21,-97.65,10,4,1,1
30.21,-97.65,10,5,4,0
30.21,-97.65,10,7,0,1
30.21,-97.65,11,2,2,3
30.21,-97.65,11,3,2,2
30.21,-97.65,11,4,10,2
30.21,-97.65,11,5,1,0
30.21,-97.65,12,1,6,0
30.21,-97.65,12,2,1,2
30.21,-97.65,12,3,0,2
30.21,-97.65,12,4,0,2
30.21,-97.65,12,6,1,2
30.21,-97.65,12,7,1,0
30.21,-97.64,1,1,3,3
30.21,-97.64,1,2,4,14
30.21,-97.64,1,3,31,54
30.21,-97.64,1,4,15,38
30.21,-97.64,1,5,39,30
30.21,-97.64,1,6,4,3
30.21,-97.64,1,7,8,12
30.21,-97.64,8,1,5,15
30.21,-97.64,8,2,17,40
30.21,-97.64,8,3,15,38
30.21,-97.64,8,4,45,17
30.21,-97.64,8,5,0,28
30.21,-97.64,8,6,39,40
30.21,-97.64,9,1,32,61
30.21,-97.64,9,2,83,76
30.21,-97.64,9,3,119,109
30.21,-97.64,9,4,125,194
30.21,-97.64,9,5,48,146
30.21,-97.64,9,6,248,273
30.21,-97.64,9,7,12,31
30.21,-97.64,10,1,63,63
30.21,-97.64,10,2,36,140
30.21,-97.64,10,3,128,193
30.21,-97.64,10,4,140,223
30.21,-97.64,10,5,193,165
30.21,-97.64,10,6,167,215
30.21,-97.64,10,7,39,63
30.21,-97.64,11,1,41,48
30.21,-97.64,11,2,110,298
30.21,-97.64,11,3,24,151
30.21,-97.64,11,4,63,223
30.21,-97.64,11,5,150,251
30.21,-97.64,11,6,163,229
30.21,-97.64,11,7,31,45
30.21,-97.64,12,1,30,34
30.21,-97.64,12,2,138,147
30.21,-97.64,12,3,65,141
30.21,-97.64,12,4,90,102
30.21,-97.64,12,5,222,299
30.21,-97.64,12,6,86,69
30.21,-97.64,12,7,27,66
30.22,-97.87,1,3,0,2
30.22,-97.87,1,4,0,3
30.22,-97.87,1,5,0,1
30.22,-97.87,8,1,0,0
30.22,-97.87,8,2,0,2
30.22,-97.87,8,3,0,5
30.22,-97.87,8,4,2,2
30.22,-97.87,8,5,0,1
30.22,-97.87,9,1,0,1
30.22,-97.87,9,2,3,4
30.22,-97.87,9,3,0,8
30.22,-97.87,9,4,3,10
30.22,-97.87,9,5,1,8
30.22,-97.87,9,6,2,5
30.22,-97.87,9,7,1,4
30.22,-97.87,10,2,4,15
30.22,-97.87,10,3,3,13
30.22,-97.87,10,4,2,5
30.22,-97.87,10,5,1,1
30.22,-97.87,10,6,0,3
30.22,-97.87,10,7,1,3
30.22,-97.87,11,2,2,7
30.22,-97.87,11,3,2,14
30.22,-97.87,11,4,0,15
30.22,-97.87,11,5,0,10
30.22,-97.87,11,6,0,3
30.22,-97.87,11,7,2,4
30.22,-97.87,12,2,1,10
30.22,-97.87,12,3,0,7
30.22,-97.87,12,4,1,10
30.22,-97.87,12,5,3,9
30.22,-97.87,12,6,0,6
30.22,-97.87,12,7,0,2
30.22,-97.86,1,1,5,3
30.22,-97.86,1,2,4,6
30.22,-97.86,1,3,9,8
30.22,-97.86,1,4,8,9
30.22,-97.86,1,5,10,9
30.22,-97.86,1,6,7,4
30.22,-97.86,1,7,5,5
30.22,-97.86,8,1,5,5
30.22,-97.86,8,2,13,24
30.22,-97.86,8,3,25,19
30.22,-97.86,8,4,18,22
30.22,-97.86,8,5,9,8
30.22,-97.86,8,6,10,9
30.22,-97.86,8,7,2,0
30.22,-97.86,9,1,10,14
30.22,-97.86,9,2,25,26
30.22,-97.86,9,3,49,40
30.22,-97.86,9,4,54,42
30.22,-97.86,9,5,77,65
30.22,-97.86,9,6,44,29
30.22,-97.86,9,7,17,14
30.22,-97.86,10,1,22,24
30.22,-97.86,10,2,51,45
30.22,-97.86,10,3,55,35
30.22,-97.86,10,4,48,45
30.22,-97.86,10,5,65,51
30.22,-97.86,10,6,46,51
30.22,-97.86,10,7,16,14
30.22,-97.86,11,1,5,7
30.22,-97.86,11,2,38,39
30.22,-97.86,11,3,58,46
30.22,-97.86,11,4,41,39
30.22,-97.86,11,5,45,34
30.22,-97.86,11,6,35,31
30.22,-97.86,11,7,17,17
30.22,-97.86,12,1,16,13
30.22,-97.86,12,2,37,26
30.22,-97.86,12,3,27,22
30.22,-97.86,12,4,38,41
30.22,-97.86,12,5,43,51
30.22,-97.86,12,6,32,23
30.22,-97.86,12,7,18,20
30.22,-97.85,1,1,15,23
30.22,-97.85,1,2,23,31
30.22,-97.85,1,3,15,24
30.22,-97.85,1,4,22,28
30.22,-97.85,1,5,24,27
30.22,-97.85,1,6,10,15
30.22,-97.85,1,7,25,20
30.22,-97.85,8,1,11,13
30.22,-97.85,8,2,65,72
30.22,-97.85,8,3,83,84
30.22,-97.85,8,4,61,62
30.22,-97.85,8,5,37,37
30.22,-97.85,8,6,34,41
30.22,-97.85,8,7,13,20
30.22,-97.85,9,1,42,70
30.22,-97.85,9,2,101,100
30.22,-97.85,9,3,125,143
30.22,-97.85,9,4,135,137
30.22,-97.85,9,5,178,186
30.22,-97.85,9,6,141,188
30.22,-97.85,9,7,72,90
30.22,-97.85,10,1,47,80
30.22,-97.85,10,2,118,141
30.22,-97.85,10,3,139,142
30.22,-97.85,10,4,106,135
30.22,-97.85,10,5,106,128
30.22,-97.85,10,6,110,142
30.22,-97.85,10,7,75,84
30.22,-97.85,11,1,31,43
30.22,-97.85,11,2,119,142
30.22,-97.85,11,3,137,173
30.22,-97.85,11,4,131,155
30.22,-97.85,11,5,104,112
30.22,-97.85,11,6,113,120
30.22,-97.85,11,7,85,113
30.22,-97.85,12,1,36,40
30.22,-97.85,12,2,133,148
30.22,-97.85,12,3,96,92
30.22,-97.85,12,4,105,109
30.22,-97.85,12,5,106,129
30.22,-97.85,12,6,108,149
30.22,-97.85,12,7,101,120
30.22,-97.84,1,2,4,3
30.22,-97.84,1,3,2,0
30.22,-97.84,1,4,9,5
30.22,-97.84,1,5,5,2
30.22,-97.84,1,6,2,0
30.22,-97.84,8,2,10,7
30.22,-97.84,8,3,13,8
30.22,-97.84,8,4,7,11
30.22,-97.84,8,5,3,4
30.22,-97.84,8,6,8,9
30.22,-97.84,9,2,20,20
30.22,-97.84,9,3,30,41
30.22,-97.84,9,4,40,33
30.22,-97.84,9,5,37,30
30.22,-97.84,9,6,38,27
30.22,-97.84,10,1,1,2
30.22,-97.84,10,2,18,27
30.22,-97.84,10,3,16,15
30.22,-97.84,10,4,31,24
30.22,-97.84,10,5,22,21
30.22,-97.84,10,6,53,53
30.22,-97.84,11,2,14,13
30.22,-97.84,11,3,14,19
30.22,-97.84,11,4,12,15
30.22,-97.84,11,5,13,8
30.22,-97.84,11,6,13,7
30.22,-97.84,12,2,4,5
30.22,-97.84,12,3,8,5
30.22,-97.84,12,4,11,11
30.22,-97.84,12,5,9,9
30.22,-97.84,12,6,8,5
30.22,-97.82,1,4,1,1
30.22,-97.81,1,1,6,11
30.22,-97.81,1,2,10,13
30.22,-97.81,1,3,42,39
30.22,-97.81,1,4,46,34
30.22,-97.81,1,5,24,30
30.22,-97.81,1,6,32,20
30.22,-97.81,1,7,7,8
30.22,-97.81,8,1,33,38
30.22,-97.81,8,2,62,53
30.22,-97.81,8,3,99,77
30.22,-97.81,8,4,58,67
30.22,-97.81,8,5,26,20
30.22,-97.81,8,6,19,18
30.22,-97.81,8,7,23,23
30.22,-97.81,9,1,116,102
30.22,-97.81,9,2,153,134
30.22,-97.81,9,3,134,137
30.22,-97.81,9,4,154,157
30.22,-97.81,9,5,215,207
30.22,-97.81,9,6,153,164
30.22,-97.81,9,7,82,75
30.22,-97.81,10,1,104,108
30.22,-97.81,10,2,219,186
30.22,-97.81,10,3,155,158
30.22,-97.81,10,4,142,141
30.22,-97.81,10,5,148,160
30.22,-97.81,10,6,151,136
30.22,-97.81,10,7,84,93
30.22,-97.81,11,1,81,91
30.22,-97.81,11,2,146,150
30.22,-97.81,11,3,191,159
30.22,-97.81,11,4,209,170
30.22,-97.81,11,5,116,130
30.22,-97.81,11,6,141,139
30.22,-97.81,11,7,87,87
30.22,-97.81,12,1,44,51
30.22,-97.81,12,2,125,127
30.22,-97.81,12,3,174,165
30.22,-97.81,12,4,75,75
30.22,-97.81,12,5,159,155
30.22,-97.81,12,6,167,145
30.22,-97.81,12,7,77,72
30.22,-97.8,1,1,50,60
30.22,-97.8,1,2,116,102
30.22,-97.8,1,3,155,138
30.22,-97.8,1,4,132,121
30.22,-97.8,1,5,179,141
30.22,-97.8,1,6,109,79
30.22,-97.8,1,7,68,70
30.22,-97.8,8,1,147,133
30.22,-97.8,8,2,314,299
30.22,-97.8,8,3,368,308
30.22,-97.8,8,4,354,314
30.22,-97.8,8,5,176,137
30.22,-97.8,8,6,154,136
30.22,-97.8,8,7,101,89
30.22,-97.8,9,1,348,283
30.22,-97.8,9,2,593,568
30.22,-97.8,9,3,813,813
30.22,-97.8,9,4,792,701
30.22,-97.8,9,5,998,1027
30.22,-97.8,9,6,841,689
30.22,-97.8,9,7,410,412
30.22,-97.8,10,1,447,350
30.22,-97.8,10,2,992,886
30.22,-97.8,10,3,885,743
30.22,-97.8,10,4,858,686
30.22,-97.8,10,5,844,784
30.22,-97.8,10,6,700,641
30.22,-97.8,10,7,540,474
30.22,-97.8,11,1,334,315
30.22,-97.8,11,2,776,675
30.22,-97.8,11,3,1052,985
30.22,-97.8,11,4,997,876
30.22,-97.8,11,5,675,562
30.22,-97.8,11,6,743,632
30.22,-97.8,11,7,447,390
30.22,-97.8,12,1,218,227
30.22,-97.8,12,2,592,483
30.22,-97.8,12,3,665,625
30.22,-97.8,12,4,657,536
30.22,-97.8,12,5,897,759
30.22,-97.8,12,6,765,671
30.22,-97.8,12,7,507,449
30.22,-97.79,1,1,17,17
30.22,-97.79,1,2,23,22
30.22,-97.79,1,3,22,18
30.22,-97.79,1,4,20,24
30.22,-97.79,1,5,24,22
30.22,-97.79,1,6,16,8
30.22,-97.79,1,7,17,16
30.22,-97.79,8,1,23,23
30.22,-97.79,8,2,39,50
30.22,-97.79,8,3,57,55
30.22,-97.79,8,4,55,57
30.22,-97.79,8,5,23,22
30.22,-97.79,8,6,25,26
30.22,-97.79,8,7,18,12
30.22,-97.79,9,1,50,44
30.22,-97.79,9,2,56,69
30.22,-97.79,9,3,68,79
30.22,-97.79,9,4,93,85
30.22,-97.79,9,5,101,95
