veh_lat_rnd,veh_long_rnd,start_time_mo,start_time_dayofwk,rides_on,rides_off
29.32,-98.43,12,3,0,0
29.32,-98.43,12,5,0,0
29.33,-98.43,12,3,0,0
29.36,-98.45,12,2,34,35
29.36,-98.45,12,3,116,134
29.36,-98.45,12,5,43,46
29.43,-98.41,10,7,6,6
29.44,-98.38,9,1,2,4
29.44,-98.38,9,4,2,4
29.44,-98.38,9,5,6,3
29.44,-98.38,9,6,18,11
29.44,-98.38,10,2,3,7
29.44,-98.38,10,3,4,4
29.44,-98.38,11,1,2,2
29.44,-98.38,11,3,1,2
29.44,-98.38,11,6,3,2
29.45,-98.36,10,7,0,0
29.51,-98.4,11,6,4,4
29.57,-98.59,11,1,1,1
29.58,-98.32,11,1,0,0
29.63,-98.24,12,3,10,10
29.68,-98.16,12,3,0,0
29.73,-98.08,11,3,2,2
29.73,-98.08,12,2,3,3
29.73,-98.08,12,3,17,18
29.73,-98.08,12,5,1,1
29.73,-98.07,11,6,0,0
29.75,-98.06,12,2,7,5
29.8,-95.09,10,1,2,2
29.83,-97.99,9,5,4,4
29.83,-97.99,11,3,2,2
29.87,-97.94,10,3,2,2
29.89,-97.92,11,4,1,3
29.89,-97.91,10,5,7,2
29.89,-97.91,10,6,4,6
29.89,-97.91,11,4,2,2
29.9,-97.85,10,3,30,116
29.94,-97.88,12,5,62,40
29.98,-98.9,9,5,0,0
29.98,-98.9,10,3,6,11
29.98,-98.9,10,5,6,8
30.03,-97.85,12,5,4,4
30.04,-97.85,9,1,0,0
30.05,-99.03,9,5,2,1
30.05,-99.03,10,3,1,0
30.05,-97.84,1,4,4,4
30.05,-97.84,1,5,5,6
30.05,-97.84,12,1,0,0
30.05,-97.84,12,3,0,0
30.05,-97.84,12,4,4,4
30.05,-97.84,12,5,0,1
30.05,-97.84,12,6,2,1
30.05,-97.84,12,7,4,2
30.09,-97.82,1,2,1,1
30.09,-97.82,1,3,2,1
30.09,-97.82,1,5,0,0
30.09,-97.82,1,6,11,12
30.09,-97.82,8,3,4,3
30.09,-97.82,9,4,7,9
30.09,-97.82,9,5,1,0
30.09,-97.82,10,2,0,0
30.09,-97.82,11,3,1,0
30.09,-97.82,11,6,8,8
30.1,-97.81,8,4,0,0
30.1,-97.81,10,1,1,0
30.1,-97.81,12,6,1,1
30.13,-97.65,10,6,0,1
30.13,-97.65,10,7,3,3
30.13,-97.64,10,1,3320,3107
30.13,-97.64,10,5,122,79
30.13,-97.64,10,6,1376,1118
30.13,-97.64,10,7,6719,4838
30.13,-97.63,10,1,589,583
30.13,-97.63,10,5,62,4
30.13,-97.63,10,6,204,182
30.13,-97.63,10,7,1004,828
30.14,-97.8,1,2,0,1
30.14,-97.8,1,3,0,2
30.14,-97.8,1,5,1,1
30.14,-97.8,8,3,0,1
30.14,-97.8,8,4,0,1
30.14,-97.8,8,5,0,1
30.14,-97.8,9,3,0,1
30.14,-97.8,9,4,0,1
30.14,-97.8,9,5,0,4
30.14,-97.8,9,6,0,1
30.14,-97.8,10,2,1,4
30.14,-97.8,10,6,0,0
30.14,-97.8,10,7,0,2
30.14,-97.8,11,3,0,3
30.14,-97.8,11,4,0,2
30.14,-97.8,11,5,0,2
30.14,-97.8,11,6,0,2
30.14,-97.8,11,7,0,2
30.14,-97.8,12,2,0,1
30.14,-97.8,12,3,0,3
30.14,-97.8,12,4,1,6
30.14,-97.8,12,5,2,8
30.14,-97.8,12,6,0,3
30.14,-97.8,12,7,0,2
30.14,-97.79,10,7,4,4
30.14,-97.79,11,3,0,1
30.14,-97.79,11,5,0,1
30.14,-97.65,10,1,836,1686
30.14,-97.65,10,4,1,1
30.14,-97.65,10,6,313,238
30.14,-97.65,10,7,972,624
30.14,-97.64,10,1,3062,4809
30.14,-97.64,10,4,24,24
30.14,-97.64,10,5,100,133
30.14,-97.64,10,6,1327,1886
30.14,-97.64,10,7,5241,7854
30.14,-97.63,10,1,3791,2700
30.14,-97.63,10,4,0,0
30.14,-97.63,10,5,30,66
30.14,-97.63,10,6,1073,1005
30.14,-97.63,10,7,4823,4885
30.14,-97.62,10,1,1346,935
30.14,-97.62,10,5,10,26
30.14,-97.62,10,6,659,278
30.14,-97.62,10,7,1999,1260
30.15,-97.8,1,2,10,12
30.15,-97.8,1,3,26,27
30.15,-97.8,1,4,58,50
30.15,-97.8,1,5,17,24
30.15,-97.8,1,6,24,25
30.15,-97.8,1,7,12,10
30.15,-97.8,8,2,132,89
30.15,-97.8,8,3,173,139
30.15,-97.8,8,4,97,74
30.15,-97.8,8,5,53,60
30.15,-97.8,8,6,68,54
30.15,-97.8,8,7,2,2
30.15,-97.8,9,2,173,163
30.15,-97.8,9,3,159,153
30.15,-97.8,9,4,197,187
30.15,-97.8,9,5,297,275
30.15,-97.8,9,6,201,194
30.15,-97.8,9,7,27,20
30.15,-97.8,10,1,19,21
30.15,-97.8,10,2,306,291
30.15,-97.8,10,3,327,251
30.15,-97.8,10,4,242,179
30.15,-97.8,10,5,148,154
30.15,-97.8,10,6,289,239
30.15,-97.8,10,7,38,21
30.15,-97.8,11,2,191,208
30.15,-97.8,11,3,257,242
30.15,-97.8,11,4,296,247
30.15,-97.8,11,5,166,146
30.15,-97.8,11,6,178,189
30.15,-97.8,11,7,38,34
30.15,-97.8,12,2,69,86
30.15,-97.8,12,3,185,163
30.15,-97.8,12,4,162,147
30.15,-97.8,12,5,150,170
30.15,-97.8,12,6,215,182
30.15,-97.8,12,7,37,28
30.15,-97.79,10,6,1,1
30.15,-97.79,11,4,0,1
30.15,-97.79,12,2,2,2
30.15,-97.79,12,3,2,2
30.15,-97.74,1,1,4,9
30.15,-97.74,1,2,2,5
30.15,-97.74,1,3,6,11
30.15,-97.74,1,4,3,13
30.15,-97.74,1,5,3,16
30.15,-97.74,1,6,5,6
30.15,-97.74,1,7,5,12
30.15,-97.74,8,1,4,7
30.15,-97.74,8,2,10,24
30.15,-97.74,8,3,4,26
30.15,-97.74,8,4,3,20
30.15,-97.74,8,5,2,7
30.15,-97.74,8,6,4,15
30.15,-97.74,8,7,2,8
30.15,-97.74,9,1,12,41
30.15,-97.74,9,2,11,35
30.15,-97.74,9,3,15,54
30.15,-97.74,9,4,19,52
30.15,-97.74,9,5,36,84
30.15,-97.74,9,6,23,66
30.15,-97.74,9,7,15,36
30.15,-97.74,10,1,15,28
30.15,-97.74,10,2,25,45
30.15,-97.74,10,3,15,43
30.15,-97.74,10,4,15,45
30.15,-97.74,10,5,21,49
30.15,-97.74,10,6,20,58
30.15,-97.74,10,7,17,28
30.15,-97.74,11,1,4,19
30.15,-97.74,11,2,14,55
30.15,-97.74,11,3,25,76
30.15,-97.74,11,4,16,58
30.15,-97.74,11,5,17,69
30.15,-97.74,11,6,12,53
30.15,-97.74,11,7,11,28
30.15,-97.74,12,1,2,20
30.15,-97.74,12,2,12,36
30.15,-97.74,12,3,8,34
30.15,-97.74,12,4,13,48
30.15,-97.74,12,5,27,64
30.15,-97.74,12,6,13,64
30.15,-97.74,12,7,15,35
30.15,-97.64,10,1,24,14
30.15,-97.64,10,6,6,4
30.15,-97.64,10,7,1,30
30.15,-97.62,10,6,1,1
30.15,-97.62,10,7,0,1
30.15,-97.56,8,3,2,3
30.16,-99.25,11,3,4,1
30.16,-97.8,1,2,1,1
30.16,-97.8,1,3,3,1
30.16,-97.8,1,4,2,1
30.16,-97.8,1,5,1,0
30.16,-97.8,1,6,4,2
30.16,-97.8,8,2,8,4
30.16,-97.8,8,3,6,3
30.16,-97.8,8,4,3,2
30.16,-97.8,8,5,4,4
30.16,-97.8,8,6,5,4
30.16,-97.8,8,7,3,0
30.16,-97.8,9,2,14,5
30.16,-97.8,9,3,7,4
30.16,-97.8,9,4,8,6
30.16,-97.8,9,5,11,14
30.16,-97.8,9,6,14,3
30.16,-97.8,9,7,4,3
30.16,-97.8,10,2,14,10
30.16,-97.8,10,3,11,6
30.16,-97.8,10,4,11,5
30.16,-97.8,10,5,7,5
30.16,-97.8,10,6,9,6
30.16,-97.8,10,7,2,1
30.16,-97.8,11,2,15,12
30.16,-97.8,11,3,16,8
30.16,-97.8,11,4,19,12
30.16,-97.8,11,5,9,6
30.16,-97.8,11,6,11,3
30.16,-97.8,11,7,5,1
30.16,-97.8,12,2,5,4
30.16,-97.8,12,3,9,3
30.16,-97.8,12,4,20,2
30.16,-97.8,12,5,6,2
30.16,-97.8,12,6,15,8
30.16,-97.8,12,7,3,1
30.16,-97.79,1,1,558,577
30.16,-97.79,1,2,933,905
30.16,-97.79,1,3,906,930
30.16,-97.79,1,4,873,884
30.16,-97.79,1,5,837,860
30.16,-97.79,1,6,779,782
30.16,-97.79,1,7,684,692
30.16,-97.79,8,1,1051,1070
30.16,-97.79,8,2,1729,1701
30.16,-97.79,8,3,1742,1764
30.16,-97.79,8,4,1850,1795
30.16,-97.79,8,5,865,850
30.16,-97.79,8,6,910,953
30.16,-97.79,8,7,743,740
30.16,-97.79,9,1,2220,2175
30.16,-97.79,9,2,3244,3329
30.16,-97.79,9,3,3585,3633
30.16,-97.79,9,4,3579,3571
30.16,-97.79,9,5,4566,4466
30.16,-97.79,9,6,4498,4595
30.16,-97.79,9,7,3118,3088
30.16,-97.79,10,1,3263,3234
30.16,-97.79,10,2,4987,5000
30.16,-97.79,10,3,4132,4134
30.16,-97.79,10,4,3836,3852
30.16,-97.79,10,5,3612,3463
30.16,-97.79,10,6,3809,3819
30.16,-97.79,10,7,3919,3924
30.16,-97.79,11,1,2247,2301
30.16,-97.79,11,2,3885,3935
30.16,-97.79,11,3,5062,5059
30.16,-97.79,11,4,4718,4777
30.16,-97.79,11,5,3289,3322
30.16,-97.79,11,6,4776,4643
30.16,-97.79,11,7,3059,2987
30.16,-97.79,12,1,1883,2002
30.16,-97.79,12,2,3506,3513
30.16,-97.79,12,3,3946,3934
30.16,-97.79,12,4,3875,3867
30.16,-97.79,12,5,4614,4624
30.16,-97.79,12,6,4578,4685
30.16,-97.79,12,7,3704,3751
30.16,-97.75,1,2,1,1
30.16,-97.75,1,5,1,2
30.16,-97.75,1,6,1,1
30.16,-97.75,8,2,0,1
30.16,-97.75,8,4,3,2
30.16,-97.75,8,6,2,0
30.16,-97.75,9,1,2,1
30.16,-97.75,9,2,3,1
30.16,-97.75,9,3,4,4
30.16,-97.75,9,4,3,3
30.16,-97.75,9,5,1,1
30.16,-97.75,9,6,4,4
30.16,-97.75,10,1,1,1
30.16,-97.75,10,2,2,3
30.16,-97.75,10,3,2,1
30.16,-97.75,10,4,1,1
30.16,-97.75,10,5,2,2
30.16,-97.75,10,6,4,7
30.16,-97.75,11,2,2,2
30.16,-97.75,11,3,2,3
30.16,-97.75,11,4,4,6
30.16,-97.75,11,5,4,3
30.16,-97.75,11,6,1,1
30.16,-97.75,12,1,2,1
30.16,-97.75,12,2,7,4
30.16,-97.75,12,3,4,2
30.16,-97.75,12,4,2,2
30.16,-97.75,12,5,4,4
30.16,-97.75,12,6,4,3
30.16,-97.75,12,7,5,6
30.16,-97.74,1,1,47,37
30.16,-97.74,1,2,66,61
30.16,-97.74,1,3,130,101
30.16,-97.74,1,4,111,100
30.16,-97.74,1,5,89,78
30.16,-97.74,1,6,56,50
30.16,-97.74,1,7,67,50
30.16,-97.74,8,1,83,63
30.16,-97.74,8,2,283,245
30.16,-97.74,8,3,236,233
30.16,-97.74,8,4,203,174
30.16,-97.74,8,5,93,68
30.16,-97.74,8,6,118,87
30.16,-97.74,8,7,49,35
30.16,-97.74,9,1,241,186
30.16,-97.74,9,2,311,265
30.16,-97.74,9,3,403,318
30.16,-97.74,9,4,463,391
30.16,-97.74,9,5,597,463
30.16,-97.74,9,6,551,472
30.16,-97.74,9,7,274,197
30.16,-97.74,10,1,274,233
30.16,-97.74,10,2,440,385
30.16,-97.74,10,3,434,376
30.16,-97.74,10,4,436,356
30.16,-97.74,10,5,456,357
30.16,-97.74,10,6,481,385
30.16,-97.74,10,7,327,243
30.16,-97.74,11,1,119,86
30.16,-97.74,11,2,466,385
30.16,-97.74,11,3,515,399
30.16,-97.74,11,4,570,443
30.16,-97.74,11,5,505,408
30.16,-97.74,11,6,504,420
30.16,-97.74,11,7,291,272
30.16,-97.74,12,1,140,93
30.16,-97.74,12,2,405,352
30.16,-97.74,12,3,344,296
30.16,-97.74,12,4,488,389
30.16,-97.74,12,5,571,468
30.16,-97.74,12,6,542,450
30.16,-97.74,12,7,306,255
30.16,-97.69,10,6,1,1
30.16,-97.69,12,3,0,0
30.16,-97.65,10,1,4,3
30.16,-97.65,10,7,2,2
30.16,-97.64,10,1,45,47
30.16,-97.64,10,5,1,1
30.16,-97.64,10,6,4,4
30.16,-97.64,10,7,31,36
30.17,-99.25,9,6,3,0
30.17,-97.83,1,2,12,14
30.17,-97.83,1,3,5,4
30.17,-97.83,1,4,9,8
30.17,-97.83,1,5,7,6
30.17,-97.83,1,6,11,12
30.17,-97.83,8,2,30,24
30.17,-97.83,8,3,24,25
30.17,-97.83,8,4,16,15
30.17,-97.83,8,5,8,10
30.17,-97.83,8,6,7,5
30.17,-97.83,9,2,47,47
30.17,-97.83,9,3,38,43
30.17,-97.83,9,4,33,32
30.17,-97.83,9,5,26,31
30.17,-97.83,9,6,45,50
30.17,-97.83,10,2,72,76
30.17,-97.83,10,3,50,43
30.17,-97.83,10,4,29,27
30.17,-97.83,10,5,20,24
30.17,-97.83,10,6,27,27
30.17,-97.83,11,2,55,32
30.17,-97.83,11,3,49,49
30.17,-97.83,11,4,54,52
30.17,-97.83,11,5,28,27
30.17,-97.83,11,6,25,27
30.17,-97.83,12,2,27,21
30.17,-97.83,12,3,27,27
30.17,-97.83,12,4,39,40
30.17,-97.83,12,5,64,62
30.17,-97.83,12,6,47,49
30.17,-97.82,1,1,27,11
30.17,-97.82,1,2,47,57
30.17,-97.82,1,3,63,71
30.17,-97.82,1,4,55,81
30.17,-97.82,1,5,61,60
30.17,-97.82,1,6,45,62
30.17,-97.82,1,7,35,41
30.17,-97.82,8,1,68,75
30.17,-97.82,8,2,97,129
30.17,-97.82,8,3,117,152
30.17,-97.82,8,4,113,155
30.17,-97.82,8,5,61,63
30.17,-97.82,8,6,52,75
30.17,-97.82,8,7,54,45
30.17,-97.82,9,1,129,195
30.17,-97.82,9,2,205,216
30.17,-97.82,9,3,205,259
30.17,-97.82,9,4,240,348
30.17,-97.82,9,5,284,356
30.17,-97.82,9,6,319,378
30.17,-97.82,9,7,163,200
30.17,-97.82,10,1,167,249
30.17,-97.82,10,2,303,361
30.17,-97.82,10,3,257,346
30.17,-97.82,10,4,263,364
30.17,-97.82,10,5,225,323
30.17,-97.82,10,6,285,324
30.17,-97.82,10,7,228,277
30.17,-97.82,11,1,95,171
30.17,-97.82,11,2,196,283
30.17,-97.82,11,3,244,304
30.17,-97.82,11,4,258,383
30.17,-97.82,11,5,187,250
30.17,-97.82,11,6,260,344
30.17,-97.82,11,7,154,188
30.17,-97.82,12,1,90,106
30.17,-97.82,12,2,173,236
30.17,-97.82,12,3,219,285
30.17,-97.82,12,4,227,304
30.17,-97.82,12,5,254,312
30.17,-97.82,12,6,268,329
30.17,-97.82,12,7,179,213
30.17,-97.81,1,1,32,33
30.17,-97.81,1,2,48,47
30.17,-97.81,1,3,64,47
30.17,-97.81,1,4,53,64
30.17,-97.81,1,5,77,64
30.17,-97.81,1,6,43,34
30.17,-97.81,1,7,23,30
30.17,-97.81,8,1,72,74
30.17,-97.81,8,2,132,110
30.17,-97.81,8,3,130,116
30.17,-97.81,8,4,167,130
30.17,-97.81,8,5,72,63
30.17,-97.81,8,6,77,47
30.17,-97.81,8,7,52,42
30.17,-97.81,9,1,122,115
30.17,-97.81,9,2,257,232
30.17,-97.81,9,3,310,270
30.17,-97.81,9,4,311,316
30.17,-97.81,9,5,387,348
30.17,-97.81,9,6,377,342
30.17,-97.81,9,7,197,185
30.17,-97.81,10,1,198,170
30.17,-97.81,10,2,373,354
30.17,-97.81,10,3,350,328
30.17,-97.81,10,4,339,338
30.17,-97.81,10,5,290,276
30.17,-97.81,10,6,315,266
30.17,-97.81,10,7,266,238
30.17,-97.81,11,1,144,113
30.17,-97.81,11,2,259,258
30.17,-97.81,11,3,384,364
30.17,-97.81,11,4,331,366
30.17,-97.81,11,5,263,266
30.17,-97.81,11,6,296,280
30.17,-97.81,11,7,158,151
30.17,-97.81,12,1,119,83
30.17,-97.81,12,2,216,225
30.17,-97.81,12,3,273,275
30.17,-97.81,12,4,256,272
30.17,-97.81,12,5,296,263
30.17,-97.81,12,6,311,261
30.17,-97.81,12,7,188,192
30.17,-97.8,1,1,47,54
30.17,-97.8,1,2,101,96
30.17,-97.8,1,3,158,136
30.17,-97.8,1,4,160,143
30.17,-97.8,1,5,164,139
30.17,-97.8,1,6,93,95
30.17,-97.8,1,7,79,69
30.17,-97.8,8,1,99,96
30.17,-97.8,8,2,260,258
30.17,-97.8,8,3,306,296
30.17,-97.8,8,4,332,304
30.17,-97.8,8,5,132,138
30.17,-97.8,8,6,148,150
30.17,-97.8,8,7,81,58
30.17,-97.8,9,1,200,217
30.17,-97.8,9,2,514,509
30.17,-97.8,9,3,599,558
30.17,-97.8,9,4,668,591
30.17,-97.8,9,5,754,723
30.17,-97.8,9,6,759,693
30.17,-97.8,9,7,318,315
30.17,-97.8,10,1,334,326
30.17,-97.8,10,2,815,764
30.17,-97.8,10,3,683,650
30.17,-97.8,10,4,653,628
30.17,-97.8,10,5,611,563
30.17,-97.8,10,6,633,565
30.17,-97.8,10,7,453,413
30.17,-97.8,11,1,282,258
30.17,-97.8,11,2,651,566
30.17,-97.8,11,3,817,730
30.17,-97.8,11,4,841,712
30.17,-97.8,11,5,565,507
30.17,-97.8,11,6,668,654
30.17,-97.8,11,7,406,381
30.17,-97.8,12,1,210,178
30.17,-97.8,12,2,490,436
30.17,-97.8,12,3,624,579
30.17,-97.8,12,4,588,559
30.17,-97.8,12,5,702,642
30.17,-97.8,12,6,715,708
30.17,-97.8,12,7,370,360
30.17,-97.79,1,1,6,7
30.17,-97.79,1,2,6,39
30.17,-97.79,1,3,13,47
30.17,-97.79,1,4,7,28
30.17,-97.79,1,5,6,34
30.17,-97.79,1,6,10,22
30.17,-97.79,1,7,8,23
30.17,-97.79,8,1,5,21
30.17,-97.79,8,2,12,80
30.17,-97.79,8,3,19,81
30.17,-97.79,8,4,18,86
30.17,-97.79,8,5,12,34
30.17,-97.79,8,6,11,42
30.17,-97.79,8,7,7,27
30.17,-97.79,9,1,16,67
30.17,-97.79,9,2,35,118
30.17,-97.79,9,3,49,159
30.17,-97.79,9,4,38,153
30.17,-97.79,9,5,84,216
30.17,-97.79,9,6,69,206
30.17,-97.79,9,7,32,121
30.17,-97.79,10,1,38,98
30.17,-97.79,10,2,78,209
30.17,-97.79,10,3,62,184
30.17,-97.79,10,4,54,174
30.17,-97.79,10,5,70,154
30.17,-97.79,10,6,55,189
30.17,-97.79,10,7,42,119
30.17,-97.79,11,1,11,58
30.17,-97.79,11,2,50,145
30.17,-97.79,11,3,43,196
30.17,-97.79,11,4,53,242
30.17,-97.79,11,5,24,143
30.17,-97.79,11,6,53,196
30.17,-97.79,11,7,22,130
30.17,-97.79,12,1,10,46
30.17,-97.79,12,2,35,121
30.17,-97.79,12,3,45,139
30.17,-97.79,12,4,30,144
30.17,-97.79,12,5,54,173
30.17,-97.79,12,6,46,173
30.17,-97.79,12,7,33,115
30.17,-97.78,9,2,0,0
30.17,-97.78,11,3,0,1
30.17,-97.78,11,5,0,1
30.17,-97.78,12,3,0,2
30.17,-97.78,12,5,0,1
30.17,-97.75,1,1,6,8
30.17,-97.75,1,2,5,9
30.17,-97.75,1,3,13,11
30.17,-97.75,1,4,17,12
30.17,-97.75,1,5,21,13
30.17,-97.75,1,6,8,5
30.17,-97.75,1,7,4,2
30.17,-97.75,8,1,30,22
30.17,-97.75,8,2,55,63
30.17,-97.75,8,3,75,66
30.17,-97.75,8,4,70,59
30.17,-97.75,8,5,13,12
30.17,-97.75,8,6,14,12
30.17,-97.75,8,7,5,3
30.17,-97.75,9,1,22,22
30.17,-97.75,9,2,37,39
30.17,-97.75,9,3,48,64
30.17,-97.75,9,4,66,79
30.17,-97.75,9,5,127,117
30.17,-97.75,9,6,50,73
30.17,-97.75,9,7,31,27
30.17,-97.75,10,1,23,27
30.17,-97.75,10,2,46,64
30.17,-97.75,10,3,63,46
30.17,-97.75,10,4,63,55
30.17,-97.75,10,5,52,66
30.17,-97.75,10,6,68,53
30.17,-97.75,10,7,25,24
30.17,-97.75,11,1,6,13
30.17,-97.75,11,2,50,52
30.17,-97.75,11,3,46,57
30.17,-97.75,11,4,59,81
30.17,-97.75,11,5,53,47
30.17,-97.75,11,6,34,40
30.17,-97.75,11,7,18,18
30.17,-97.75,12,1,11,8
30.17,-97.75,12,2,50,46
30.17,-97.75,12,3,53,33
30.17,-97.75,12,4,74,47
30.17,-97.75,12,5,77,38
30.17,-97.75,12,6,58,36
30.17,-97.75,12,7,28,24
30.17,-97.74,1,1,5,4
30.17,-97.74,1,2,6,10
30.17,-97.74,1,3,14,14
30.17,-97.74,1,4,15,14
30.17,-97.74,1,5,15,16
30.17,-97.74,1,6,7,12
30.17,-97.74,1,7,19,9
30.17,-97.74,8,1,12,13
30.17,-97.74,8,2,45,50
30.17,-97.74,8,3,45,34
30.17,-97.74,8,4,61,58
30.17,-97.74,8,5,15,13
30.17,-97.74,8,6,26,26
30.17,-97.74,8,7,9,14
30.17,-97.74,9,1,58,42
30.17,-97.74,9,2,70,66
30.17,-97.74,9,3,85,64
30.17,-97.74,9,4,88,82
30.17,-97.74,9,5,98,100
30.17,-97.74,9,6,92,77
30.17,-97.74,9,7,66,50
30.17,-97.74,10,1,85,69
30.17,-97.74,10,2,93,82
30.17,-97.74,10,3,81,79
30.17,-97.74,10,4,74,70
30.17,-97.74,10,5,75,73
30.17,-97.74,10,6,85,78
30.17,-97.74,10,7,57,62
30.17,-97.74,11,1,18,16
30.17,-97.74,11,2,65,61
30.17,-97.74,11,3,85,93
30.17,-97.74,11,4,92,71
30.17,-97.74,11,5,82,62
30.17,-97.74,11,6,104,91
30.17,-97.74,11,7,69,54
30.17,-97.74,12,1,24,26
30.17,-97.74,12,2,57,60
30.17,-97.74,12,3,57,40
30.17,-97.74,12,4,93,82
30.17,-97.74,12,5,91,87
30.17,-97.74,12,6,97,74
30.17,-97.74,12,7,54,41
30.17,-97.65,10,7,1,1
30.17,-97.62,10,1,2,2
30.17,-97.62,10,7,4,3
30.18,-97.9,1,6,0,2
30.18,-97.9,8,2,1,1
30.18,-97.9,9,3,1,0
30.18,-97.9,9,4,2,2
30.18,-97.9,9,5,1,1
30.18,-97.9,10,2,1,2
30.18,-97.9,10,5,0,0
30.18,-97.9,10,6,0,0
30.18,-97.9,11,3,0,0
30.18,-97.9,11,4,1,1
30.18,-97.9,11,5,0,0
30.18,-97.9,11,6,0,0
30.18,-97.9,12,2,2,2
30.18,-97.9,12,3,0,0
30.18,-97.9,12,4,0,1
30.18,-97.9,12,5,0,0
30.18,-97.9,12,6,1,0
30.18,-97.89,1,2,0,0
30.18,-97.89,8,3,0,0
30.18,-97.89,9,5,1,0
30.18,-97.89,10,5,0,0
30.18,-97.89,11,2,0,0
30.18,-97.89,11,4,0,0
30.18,-97.89,11,5,0,0
30.18,-97.89,12,2,0,0
30.18,-97.89,12,5,0,0
30.18,-97.84,1,3,35,27
30.18,-97.84,1,4,31,28
30.18,-97.84,1,5,5,5
30.18,-97.84,1,6,34,38
30.18,-97.84,8,1,17,21
30.18,-97.84,8,2,73,88
30.18,-97.84,8,3,93,102
30.18,-97.84,8,4,37,44
30.18,-97.84,8,5,43,44
30.18,-97.84,8,7,46,42
30.18,-97.84,9,1,98,99
30.18,-97.84,9,2,140,151
30.18,-97.84,9,3,76,72
30.18,-97.84,9,4,120,137
30.18,-97.84,9,5,271,295
30.18,-97.84,9,6,185,180
30.18,-97.84,9,7,135,138
30.18,-97.84,10,1,147,133
30.18,-97.84,10,2,178,172
30.18,-97.84,10,3,117,114
30.18,-97.84,10,4,141,126
30.18,-97.84,10,5,141,136
30.18,-97.84,10,6,175,157
30.18,-97.84,10,7,170,144
30.18,-97.84,11,1,56,46
30.18,-97.84,11,2,152,142
30.18,-97.84,11,3,116,109
30.18,-97.84,11,4,201,196
30.18,-97.84,11,5,172,146
30.18,-97.84,11,6,206,213
30.18,-97.84,11,7,198,190
30.18,-97.84,12,1,36,30
30.18,-97.84,12,2,136,123
30.18,-97.84,12,3,146,142
30.18,-97.84,12,4,40,33
30.18,-97.84,12,5,137,140
30.18,-97.84,12,6,170,146
30.18,-97.84,12,7,180,157
30.18,-97.83,1,2,6,7
30.18,-97.83,1,3,11,11
30.18,-97.83,1,4,12,11
30.18,-97.83,1,5,3,1
30.18,-97.83,1,6,7,10
30.18,-97.83,8,1,3,2
30.18,-97.83,8,2,18,27
30.18,-97.83,8,3,25,27
30.18,-97.83,8,4,17,16
30.18,-97.83,8,5,11,9
30.18,-97.83,8,6,3,6
30.18,-97.83,8,7,1,1
30.18,-97.83,9,1,8,6
30.18,-97.83,9,2,37,55
30.18,-97.83,9,3,29,38
30.18,-97.83,9,4,38,51
30.18,-97.83,9,5,64,74
30.18,-97.83,9,6,51,54
30.18,-97.83,9,7,8,4
30.18,-97.83,10,1,5,6
30.18,-97.83,10,2,42,77
30.18,-97.83,10,3,42,50
30.18,-97.83,10,4,42,51
30.18,-97.83,10,5,27,41
30.18,-97.83,10,6,56,56
30.18,-97.83,10,7,9,8
30.18,-97.83,11,1,3,5
30.18,-97.83,11,2,49,49
30.18,-97.83,11,3,44,40
30.18,-97.83,11,4,56,48
30.18,-97.83,11,5,36,38
30.18,-97.83,11,6,27,34
30.18,-97.83,11,7,8,20
30.18,-97.83,12,1,0,3
30.18,-97.83,12,2,34,37
30.18,-97.83,12,3,47,43
30.18,-97.83,12,4,25,21
30.18,-97.83,12,5,45,45
30.18,-97.83,12,6,33,39
30.18,-97.83,12,7,12,17
30.18,-97.82,1,1,95,101
30.18,-97.82,1,2,154,144
30.18,-97.82,1,3,183,184
30.18,-97.82,1,4,199,181
30.18,-97.82,1,5,197,179
30.18,-97.82,1,6,125,115
30.18,-97.82,1,7,89,90
30.18,-97.82,8,1,225,196
30.18,-97.82,8,2,306,304
30.18,-97.82,8,3,349,354
30.18,-97.82,8,4,388,357
30.18,-97.82,8,5,198,174
30.18,-97.82,8,6,180,152
30.18,-97.82,8,7,138,139
30.18,-97.82,9,1,472,358
30.18,-97.82,9,2,591,559
30.18,-97.82,9,3,674,685
30.18,-97.82,9,4,846,787
30.18,-97.82,9,5,970,850
30.18,-97.82,9,6,1009,853
30.18,-97.82,9,7,580,497
30.18,-97.82,10,1,616,527
30.18,-97.82,10,2,1010,971
30.18,-97.82,10,3,825,796
30.18,-97.82,10,4,857,824
30.18,-97.82,10,5,828,733
30.18,-97.82,10,6,886,787
30.18,-97.82,10,7,735,665
30.18,-97.82,11,1,455,382
30.18,-97.82,11,2,781,720
30.18,-97.82,11,3,1016,957
30.18,-97.82,11,4,982,944
30.18,-97.82,11,5,704,657
30.18,-97.82,11,6,885,781
30.18,-97.82,11,7,552,511
30.18,-97.82,12,1,341,291
30.18,-97.82,12,2,716,644
30.18,-97.82,12,3,763,726
30.18,-97.82,12,4,715,688
30.18,-97.82,12,5,890,805
30.18,-97.82,12,6,886,767
30.18,-97.82,12,7,693,622
30.18,-97.81,1,2,0,0
30.18,-97.81,1,3,1,0
30.18,-97.81,1,4,0,2
30.18,-97.81,1,5,1,0
30.18,-97.81,1,6,4,2
30.18,-97.81,8,2,3,0
30.18,-97.81,8,3,3,2
30.18,-97.81,8,4,3,3
30.18,-97.81,8,5,1,1
30.18,-97.81,8,6,2,2
