"","STOP_ID","STOP_NAME","STOP_ABBR","STREET_NMB","ON_STREET","AT_STREET","CITY","ZIP","BAY","STOP_TYPE","PLACEMENT","CORNER","STATUS","LATITUDE","LONGITUDE","SOURCE","SOURCEDATE","bus_lat_bin","bus_long_bin","bus_grid_cell"
"1",66,"4925 Craigwood/FM 969","CRFMS","004925","CRAIGWOOD","FM 969","AUSTIN",78725,"","Bus Stop","Nearside","Southeast","Active",30.2841709,-97.65985415,"Capital Metro","2017-08-17",3,3,"3-3"
"2",252,"200 Trinity/2nd","2TRS","000200","TRINITY","2ND","AUSTIN",78701,"","Bus Stop","Mid-Block","Northeast","Active",30.2638421,-97.74042677,"Capital Metro","2017-08-17",3,1,"3-1"
"3",462,"851 Rutland/Park Village","S1","000851","RUTLAND","PARK VILLAGE","AUSTIN",78758,"","Bus Stop","Mid-Block","Southeast","Active",30.36547,-97.69752,"Capital Metro","2017-08-17",4,2,"4-2"
"4",466,"8740 Lamar/Payton Gin","S1801","008740","LAMAR","PAYTON GIN","AUSTIN",78758,"","Bus Stop","Mid-Block","Southwest","Active",30.35680916,-97.70106551,"Capital Metro","2017-08-17",3,2,"3-2"
"5",467,"8630 Lamar/Fairfield","S63","008630","LAMAR","FAIRFIELD","AUSTIN",78758,"","Bus Stop","Farside","Southwest","Active",30.35529611,-97.7031279,"Capital Metro","2017-08-17",3,2,"3-2"
"6",468,"Lamar/Thurmond","S15","008400","LAMAR","THURMOND","AUSTIN",78758,"","Bus Stop","Farside","Southwest","Active",30.35313912,-97.70608203,"Capital Metro","2017-08-17",3,2,"3-2"
"7",469,"8320 Lamar/Meadowlark","S62","008320","LAMAR","MEADOWLARK","AUSTIN",78758,"","Bus Stop","Nearside","Northwest","Active",30.3522556,-97.70729488,"Capital Metro","2017-08-17",3,2,"3-2"
"8",471,"7720 Lamar/Stobaugh","S1911","007720","LAMAR","STOBAUGH","AUSTIN",78757,"","Bus Stop","Mid-Block","Southwest","Active",30.34604,-97.71394,"Capital Metro","2017-08-17",3,2,"3-2"
"9",472,"7520 Lamar/Morrow","S11","007520","LAMAR","MORROW","AUSTIN",78757,"","Bus Stop","Mid-Block","Southwest","Active",30.34313363,-97.71565611,"Capital Metro","2017-08-17",3,2,"3-2"
"10",474,"6814 Lamar/Justin","S56","006814","LAMAR","JUSTIN","AUSTIN",78757,"","Bus Stop","Farside","Southwest","Active",30.33620568,-97.72000833,"Capital Metro","2017-08-17",3,2,"3-2"
"11",475,"6600 Lamar/Brentwood","S54","006600","LAMAR","BRENTWOOD","AUSTIN",78757,"","Bus Stop","Nearside","Northwest","Active",30.33411003,-97.72132254,"Capital Metro","2017-08-17",3,2,"3-2"
"12",476,"6200 Lamar/Denson","S7","006200","LAMAR","DENSON","AUSTIN",78757,"","Bus Stop","Nearside","Northwest","Active",30.33042504,-97.72363629,"Capital Metro","2017-08-17",3,2,"3-2"
"13",480,"5528 Lamar/Koenig","S48","005528","LAMAR","KOENIG","AUSTIN",78756,"","Bus Stop","Mid-Block","Southwest","Active",30.32424886,-97.72752964,"Capital Metro","2017-08-17",3,2,"3-2"
"14",482,"5300 Lamar/North Loop","S6","005300","LAMAR","NORTH LOOP","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.32130258,-97.72939072,"Capital Metro","2017-08-17",3,2,"3-2"
"15",483,"5106 Lamar/51st","S44","005106","LAMAR","51ST","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.31904976,-97.73080613,"Capital Metro","2017-08-17",3,2,"3-2"
"16",484,"Triangle Station (SB)","S1805","004600","GUADALUPE","LAMAR","AUSTIN",78751,"","Rapid Station","Mid-Block","Southwest","Active",30.3146309,-97.73252431,"Capital Metro","2017-08-17",3,2,"3-2"
"17",485,"4500 Guadalupe/45th","200SB","004500","GUADALUPE","45TH","AUSTIN",78751,"","Bus Stop","Nearside","Northwest","Active",30.311163,-97.73295788,"Capital Metro","2017-08-17",3,2,"3-2"
"18",486,"Guadalupe/43rd Street","S39","004300","GUADALUPE","43RD","AUSTIN",78751,"","Bus Stop","Nearside","Northwest","Active",30.30883127,-97.73439524,"Capital Metro","2017-08-17",3,2,"3-2"
"19",487,"Guadalupe/41st Street","S37","004100","GUADALUPE","41ST","AUSTIN",78751,"","Bus Stop","Nearside","Northwest","Active",30.30670338,-97.73575572,"Capital Metro","2017-08-17",3,2,"3-2"
"20",489,"Guadalupe/Maiden","S1806","003500","GUADALUPE","MAIDEN","AUSTIN",78705,"","Bus Stop","Nearside","Northwest","Active",30.30167414,-97.73896028,"Capital Metro","2017-08-17",3,2,"3-2"
"21",490,"Guadalupe/34th Street","S31","003402","GUADALUPE","34TH","AUSTIN",78705,"","Bus Stop","Nearside","Northwest","Active",30.30045562,-97.73970878,"Capital Metro","2017-08-17",3,2,"3-2"
"22",492,"Guadalupe/30th Street","S27","003000","GUADALUPE","30TH","AUSTIN",78705,"","Bus Stop","Nearside","Northwest","Active",30.29680363,-97.74202809,"Capital Metro","2017-08-17",3,1,"3-1"
"23",494,"Guadalupe/27th Street","S14","002700","GUADALUPE","27TH","AUSTIN",78705,"","Bus Stop","Nearside","Northwest","Active",30.29219693,-97.74130995,"Capital Metro","2017-08-17",3,1,"3-1"
"24",495,"Guadalupe/26th Street","S2","002600","GUADALUPE","26TH","AUSTIN",78705,"","Bus Stop","Nearside","Northwest","Active",30.29067306,-97.74140804,"Capital Metro","2017-08-17",3,1,"3-1"
"25",497,"UT West Mall Station (SB)","S19","002246","GUADALUPE","23RD","AUSTIN",78705,"","Rapid Station","Mid-Block","Southwest","Active",30.28606366,-97.74181517,"Capital Metro","2017-08-17",3,1,"3-1"
"26",498,"Guadalupe/W. 21st Street","S17","002026","GUADALUPE","21ST","AUSTIN",78705,"","Bus Stop","Mid-Block","Southwest","Active",30.28338403,-97.74208129,"Capital Metro","2017-08-17",3,1,"3-1"
"27",501,"Guadalupe/16th Street","S292","001600","GUADALUPE","16TH","AUSTIN",78701,"","Bus Stop","Nearside","Northwest","Active",30.27896216,-97.74270752,"Capital Metro","2017-08-17",3,1,"3-1"
"28",506,"11th/Congress","S297","000100","11TH","CONGRESS","AUSTIN",78701,"","Bus Stop","Nearside","Southwest","Active",30.27269988,-97.74137576,"Capital Metro","2017-08-17",3,1,"3-1"
"29",514,"Congress/ 3rd Street","S302","000300","CONGRESS","3RD","AUSTIN",78701,"","Bus Stop","Nearside","Northwest","Active",30.26540423,-97.74395997,"Capital Metro","2017-08-17",3,1,"3-1"
"30",515,"Congress/Cesar Chavez","149SB","000100","CONGRESS","CESAR CHAVEZ","AUSTIN",78701,"","Bus Stop","Nearside","Northwest","Active",30.2635537,-97.74462253,"Capital Metro","2017-08-17",3,1,"3-1"
"31",516,"300 South Congress/Barton Spri","S1809","000300","CONGRESS","BARTON SPRINGS","AUSTIN",78704,"","Bus Stop","Farside","Southwest","Active",30.2586996,-97.74645933,"Capital Metro","2017-08-17",3,1,"3-1"
"32",517,"612 Congress/Riverside","S1810","000612","CONGRESS","RIVERSIDE","AUSTIN",78704,"","Bus Stop","Mid-Block","Southwest","Active",30.25538531,-97.74768538,"Capital Metro","2017-08-17",3,1,"3-1"
"33",522,"2020 Congress/Crockett","S310","002020","CONGRESS","CROCKETT","AUSTIN",78704,"","Bus Stop","Nearside","Northwest","Active",30.24305764,-97.75226256,"Capital Metro","2017-08-17",3,1,"3-1"
"34",524,"2300 Congress/College","S313","002300","CONGRESS","COLLEGE","AUSTIN",78704,"","Bus Stop","Farside","Southwest","Active",30.24033324,-97.75290514,"Capital Metro","2017-08-17",3,1,"3-1"
"35",526,"2622 Congress/Cumberland","S285","002622","CONGRESS","CUMBERLAND","AUSTIN",78704,"","Bus Stop","Nearside","Northwest","Active",30.23569482,-97.75637374,"Capital Metro","2017-08-17",2,1,"2-1"
"36",527,"2918 Congress/La Vista","S318","002918","CONGRESS","LA VISTA","AUSTIN",78704,"","Bus Stop","Nearside","Northwest","Active",30.23259,-97.75853,"Capital Metro","2017-08-17",2,1,"2-1"
"37",528,"3216 Congress/Frederick","S320","003216","CONGRESS","FREDERICK","AUSTIN",78704,"","Bus Stop","Nearside","Northwest","Active",30.23044988,-97.7598699,"Capital Metro","2017-08-17",2,1,"2-1"
"38",529,"Congress/Pickle","S1813","003630","CONGRESS","PICKLE","AUSTIN",78704,"","Bus Stop","Farside","Southwest","Active",30.22689556,-97.76193455,"Capital Metro","2017-08-17",2,1,"2-1"
"39",531,"4210 Congress/Radam","S321","004210","CONGRESS","RADAM","AUSTIN",78745,"","Bus Stop","Mid-Block","Southwest","Active",30.22076229,-97.76541218,"Capital Metro","2017-08-17",2,1,"2-1"
"40",532,"4354 Congress/St Elmo","S289","004354","CONGRESS","ST ELMO","AUSTIN",78745,"","Bus Stop","Nearside","Northwest","Active",30.21843669,-97.76688494,"Capital Metro","2017-08-17",2,1,"2-1"
"41",543,"4722 Congress/Sheraton","S1821","004722","CONGRESS","SHERATON","AUSTIN",78745,"","Bus Stop","Mid-Block","Southwest","Active",30.21474847,-97.76923202,"Capital Metro","2017-08-17",2,1,"2-1"
"42",545,"5300 Congress/Ramble","S327","005300","CONGRESS","RAMBLE","AUSTIN",78745,"","Bus Stop","Farside","Southwest","Active",30.20868505,-97.77310811,"Capital Metro","2017-08-17",2,1,"2-1"
"43",546,"5606 Congress/Sandra","S329","005606","CONGRESS","SANDRA","AUSTIN",78745,"","Bus Stop","Nearside","Northwest","Active",30.20426326,-97.77514131,"Capital Metro","2017-08-17",2,1,"2-1"
"44",548,"6220 Congress/North Bluff","S1822","006220","CONGRESS","NORTH BLUFF","AUSTIN",78745,"","Bus Stop","Nearside","Northwest","Active",30.19904087,-97.77659452,"Capital Metro","2017-08-17",2,1,"2-1"
"45",550,"115 William Cannon/Circle S","S1823","000115","WILLIAM CANNON","CIRCLE S","AUSTIN",78745,"","Bus Stop","Nearside","Southwest","Active",30.19266283,-97.77784114,"Capital Metro","2017-08-17",2,1,"2-1"
"46",551,"409 William Cannon/Circle S","S1824","000409","WILLIAM CANNON","CIRCLE S","AUSTIN",78745,"","Bus Stop","Mid-Block","Southeast","Active",30.19208226,-97.77603682,"Capital Metro","2017-08-17",2,1,"2-1"
"47",552,"601 William Cannon/Circle S","S332","000601","WILLIAM CANNON","CIRCLE S","AUSTIN",78745,"","Bus Stop","Mid-Block","Southeast","Active",30.19138657,-97.77352978,"Capital Metro","2017-08-17",2,1,"2-1"
"48",553,"Nelms/Bluff Springs","S1825","001600","NELMS","BLUFF SPRINGS","AUSTIN",78744,"","Bus Stop","Nearside","Southwest","Active",30.19273904,-97.7653293,"Capital Metro","2017-08-17",2,1,"2-1"
"49",554,"Bluff Springs/William Cannon","426","006600","BLUFF SPRINGS","WILLIAM CANNON","AUSTIN",78744,"SOUTH","Bus Stop","Nearside","Northwest","Active",30.18942686,-97.76787859,"Capital Metro","2017-08-17",2,1,"2-1"
"50",555,"412 William Cannon/North Bluff","S1826","000412","WILLIAM CANNON","NORTH BLUFF","AUSTIN",78745,"","Bus Stop","Mid-Block","Northwest","Active",30.19177278,-97.77413853,"Capital Metro","2017-08-17",2,1,"2-1"
"51",556,"110 William Cannon/Circle S","S1827","000110","WILLIAM CANNON","CIRCLE S","AUSTIN",78745,"","Bus Stop","Farside","Northwest","Active",30.19297089,-97.77795451,"Capital Metro","2017-08-17",2,1,"2-1"
"52",558,"6319 Congress/Circle S","S333","006319","CONGRESS","CIRCLE S","AUSTIN",78745,"","Bus Stop","Mid-Block","Northeast","Active",30.19739187,-97.77690803,"Capital Metro","2017-08-17",2,1,"2-1"
"53",559,"Little Texas Station (NB)","S330","005901","CONGRESS","LITTLE TEXAS","AUSTIN",78745,"","Rapid Station","Nearside","Southeast","Active",30.20214533,-97.77551477,"Capital Metro","2017-08-17",2,1,"2-1"
"54",560,"5405 Congress/Mockingbird","S328","005405","CONGRESS","MOCKINGBIRD","AUSTIN",78745,"","Bus Stop","Nearside","Southeast","Active",30.20710733,-97.7737329,"Capital Metro","2017-08-17",2,1,"2-1"
"55",565,"4401 Congress/St Elmo","S1828","004401","CONGRESS","ST ELMO","AUSTIN",78745,"","Bus Stop","Nearside","Southeast","Active",30.2173777,-97.76725101,"Capital Metro","2017-08-17",2,1,"2-1"
"56",568,"Congress/Alpine","S1831","003500","CONGRESS","ALPINE","AUSTIN",78704,"","Bus Stop","Farside","Northeast","Active",30.22824773,-97.76094296,"Capital Metro","2017-08-17",2,1,"2-1"
"57",569,"3307 Congress/Woodward","S319","003307","CONGRESS","WOODWARD","AUSTIN",78704,"","Bus Stop","Farside","Northeast","Active",30.23005522,-97.75983746,"Capital Metro","2017-08-17",2,1,"2-1"
"58",571,"2705 Congress/Cumberland","S316","002705","CONGRESS","CUMBERLAND","AUSTIN",78704,"","Bus Stop","Nearside","Southeast","Active",30.23534693,-97.75632993,"Capital Metro","2017-08-17",2,1,"2-1"
"59",573,"2203 Congress/Live Oak","S311","002203","CONGRESS","LIVE OAK","AUSTIN",78704,"","Bus Stop","Nearside","Southeast","Active",30.24168937,-97.75242262,"Capital Metro","2017-08-17",3,1,"3-1"
"60",574,"1901 Congress/Mary","S309S","001901","CONGRESS","MARY","AUSTIN",78704,"","Bus Stop","Nearside","Southeast","Active",30.24502402,-97.75121189,"Capital Metro","2017-08-17",3,1,"3-1"
"61",576,"Congress/The Circle","S1833","001221","CONGRESS","THE CIRCLE","AUSTIN",78704,"","Bus Stop","Mid-Block","Northeast","Active",30.25153144,-97.74878917,"Capital Metro","2017-08-17",3,1,"3-1"
"62",577,"611 Congress/Academy","S1834","000611","CONGRESS","ACADEMY","AUSTIN",78704,"","Bus Stop","Mid-Block","Northeast","Active",30.25534046,-97.74738952,"Capital Metro","2017-08-17",3,1,"3-1"
"63",578,"101 Congress/2nd","122SE","000101","CONGRESS","2ND","AUSTIN",78701,"","Bus Stop","Nearside","Southeast","Active",30.26417392,-97.74409777,"Capital Metro","2017-08-17",3,1,"3-1"
"64",580,"Congress/4th","S1838","000323","CONGRESS","4TH","AUSTIN",78701,"","Bus Stop","Nearside","Southeast","Active",30.26605228,-97.74339038,"Capital Metro","2017-08-17",3,1,"3-1"
"65",590,"Lavaca/12th","S1943","001100","LAVACA","12TH","AUSTIN",78701,"","Bus Stop","Nearside","Southeast","Active",30.27440792,-97.74299518,"Capital Metro","2017-08-17",3,1,"3-1"
"66",591,"Capitol Station (NB)","S1944","001200","LAVACA","13TH","AUSTIN",78701,"","Rapid Station","Nearside","Southeast","Active",30.27558669,-97.7425576,"Capital Metro","2017-08-17",3,1,"3-1"
"67",593,"Lavaca/15th","S1846","001415","LAVACA","15TH","AUSTIN",78701,"","Bus Stop","Nearside","Southeast","Active",30.27738322,-97.74189415,"Capital Metro","2017-08-17",3,1,"3-1"
"68",599,"Guadalupe/Dean Keeton","S23","002500","GUADALUPE","DEAN KEETON","AUSTIN",78712,"","Bus Stop","Nearside","Southeast","Active",30.28956584,-97.74130293,"Capital Metro","2017-08-17",3,1,"3-1"
"69",602,"Guadalupe/30th","S26","002927","GUADALUPE","30TH","AUSTIN",78705,"","Bus Stop","Nearside","Southeast","Active",30.29639,-97.74203,"Capital Metro","2017-08-17",3,1,"3-1"
"70",603,"3101 Guadalupe/31st","S28","003101","GUADALUPE","31ST","AUSTIN",78705,"","Bus Stop","Nearside","Southeast","Active",30.29778058,-97.741153,"Capital Metro","2017-08-17",3,1,"3-1"
"71",604,"Guadalupe/34th","S30","003300","GUADALUPE","34TH","AUSTIN",78705,"","Bus Stop","Nearside","Southeast","Active",30.3001807,-97.73963692,"Capital Metro","2017-08-17",3,2,"3-2"
"72",605,"Guadalupe/38th","S33","003713","GUADALUPE","38TH","AUSTIN",78705,"","Bus Stop","Nearside","Southeast","Active",30.30252622,-97.73815161,"Capital Metro","2017-08-17",3,2,"3-2"
"73",606,"Hyde Park Station (NB)","S35","003901","GUADALUPE","39TH","AUSTIN",78751,"","Rapid Station","Farside","Northeast","Active",30.30441786,-97.73694997,"Capital Metro","2017-08-17",3,2,"3-2"
"74",607,"Guadalupe/41st","S36","004031","GUADALUPE","41ST","AUSTIN",78751,"","Bus Stop","Nearside","Southeast","Active",30.30623354,-97.73578712,"Capital Metro","2017-08-17",3,2,"3-2"
"75",608,"Guadalupe/43rd","S38","004227","GUADALUPE","43RD","AUSTIN",78751,"","Bus Stop","Nearside","Southeast","Active",30.3085,-97.73434,"Capital Metro","2017-08-17",3,2,"3-2"
"76",609,"4413 Guadalupe/45th","200NB","004413","GUADALUPE","45TH","AUSTIN",78751,"","Bus Stop","Nearside","Southeast","Active",30.31073,-97.73293,"Capital Metro","2017-08-17",3,2,"3-2"
"77",610,"Triangle Station (NB)","S41","004701","GUADALUPE","46TH","AUSTIN",78751,"","Rapid Station","Mid-Block","Northeast","Active",30.31481615,-97.73226373,"Capital Metro","2017-08-17",3,2,"3-2"
"78",611,"5007 Lamar/51st","S43","005007","LAMAR","51ST","AUSTIN",78751,"","Bus Stop","Nearside","Southeast","Active",30.31841105,-97.73094729,"Capital Metro","2017-08-17",3,2,"3-2"
"79",612,"5301 Lamar/North Loop","S45","005301","LAMAR","NORTH LOOP","AUSTIN",78751,"","Bus Stop","Farside","Northeast","Active",30.32131934,-97.72909732,"Capital Metro","2017-08-17",3,2,"3-2"
"80",613,"5419 Lamar/Nelray","S46","005419","LAMAR","NELRAY","AUSTIN",78751,"","Bus Stop","Nearside","Southeast","Active",30.32278,-97.72819,"Capital Metro","2017-08-17",3,2,"3-2"
"81",614,"5555 Lamar/Nelray","S47","005555","LAMAR","NELRAY","AUSTIN",78751,"","Bus Stop","Mid-Block","Northeast","Active",30.32408628,-97.72736752,"Capital Metro","2017-08-17",3,2,"3-2"
"82",615,"5827 Lamar/Koenig","235NB","005827","LAMAR","KOENIG","AUSTIN",78751,"","Bus Stop","Nearside","Southeast","Active",30.32564412,-97.72637114,"Capital Metro","2017-08-17",3,2,"3-2"
"83",617,"6201 Lamar/Denson","S52","006201","LAMAR","DENSON","AUSTIN",78752,"","Bus Stop","Nearside","Southeast","Active",30.33018112,-97.7235334,"Capital Metro","2017-08-17",3,2,"3-2"
"84",618,"6541 Lamar/Brentwood","S53","006541","LAMAR","BRENTWOOD","AUSTIN",78752,"","Bus Stop","Nearside","Southeast","Active",30.33387,-97.72121,"Capital Metro","2017-08-17",3,2,"3-2"
"85",619,"6901 Lamar/Justin","S55","006901","LAMAR","JUSTIN","AUSTIN",78752,"","Bus Stop","Nearside","Southeast","Active",30.33654102,-97.71951065,"Capital Metro","2017-08-17",3,2,"3-2"
"86",620,"7200 Lamar/St Johns","S57","007200","LAMAR","ST JOHNS","AUSTIN",78757,"","Bus Stop","Nearside","Northwest","Active",30.33957656,-97.71791418,"Capital Metro","2017-08-17",3,2,"3-2"
"87",622,"7545 Lamar/Morrow","S60","007545","LAMAR","MORROW","AUSTIN",78752,"","Bus Stop","Nearside","Southeast","Active",30.34385,-97.71492,"Capital Metro","2017-08-17",3,2,"3-2"
"88",623,"8071 Lamar/Research","S1850","008071","LAMAR","RESEARCH","AUSTIN",78753,"","Bus Stop","Mid-Block","Northeast","Active",30.34828348,-97.71155795,"Capital Metro","2017-08-17",3,2,"3-2"
"89",624,"8415 Lamar/Thurmond","S61","008415","LAMAR","THURMOND","AUSTIN",78753,"","Bus Stop","Nearside","Southeast","Active",30.3531206,-97.7057297,"Capital Metro","2017-08-17",3,2,"3-2"
"90",626,"8631 Lamar/Elliott","S8","008631","LAMAR","ELLIOTT","AUSTIN",78753,"","Bus Stop","Nearside","Southeast","Active",30.35517358,-97.70292677,"Capital Metro","2017-08-17",3,2,"3-2"
"91",627,"8745 Lamar/Deen","S65","008745","LAMAR","DEEN","AUSTIN",78753,"","Bus Stop","Nearside","Southeast","Active",30.35640487,-97.70123967,"Capital Metro","2017-08-17",3,2,"3-2"
"92",628,"8911 Lamar/Carpenter","S67","008911","LAMAR","CARPENTER","AUSTIN",78753,"","Bus Stop","Nearside","Southeast","Active",30.35813794,-97.69962717,"Capital Metro","2017-08-17",3,2,"3-2"
"93",631,"Lott/Chico","252","001020","LOTT","CHICO","AUSTIN",78721,"","Bus Stop","Nearside","Northwest","Active",30.26882,-97.68306,"Capital Metro","2017-08-17",3,2,"3-2"
"94",632,"3810 Oak Springs/Springdale","SPOSSWB","003810","OAK SPRINGS","SPRINGDALE","AUSTIN",78721,"","Bus Stop","Farside","Northwest","Active",30.2736618,-97.69085023,"Capital Metro","2017-08-17",3,2,"3-2"
"95",633,"3700 Oak Springs/Springdale","S604","003700","OAK SPRINGS","SPRINGDALE","AUSTIN",78721,"","Bus Stop","Mid-Block","Northwest","Active",30.27377341,-97.69277082,"Capital Metro","2017-08-17",3,2,"3-2"
"96",634,"3200 Oak Springs/Airport","84SB","003200","OAK SPRINGS","AIRPORT","AUSTIN",78702,"","Bus Stop","Farside","Northwest","Active",30.27361,-97.69835,"Capital Metro","2017-08-17",3,2,"3-2"
"97",635,"Oak Springs/Ridgeway","S1854","002700","OAK SPRINGS","RIDGEWAY","AUSTIN",78702,"","Bus Stop","Nearside","Northeast","Active",30.27255583,-97.70456793,"Capital Metro","2017-08-17",3,2,"3-2"
"98",636,"2600 Rosewood/Ridgeway","S1855","002600","ROSEWOOD","RIDGEWAY","AUSTIN",78702,"","Bus Stop","Mid-Block","Northwest","Active",30.27250917,-97.70624079,"Capital Metro","2017-08-17",3,2,"3-2"
"99",637,"2420 Rosewood/Bedford","S612","002420","ROSEWOOD","BEDFORD","AUSTIN",78702,"","Bus Stop","Farside","Northwest","Active",30.27231946,-97.70829629,"Capital Metro","2017-08-17",3,2,"3-2"
"100",638,"2370 Rosewood/Hargrave","S614","002370","ROSEWOOD","HARGRAVE","AUSTIN",78702,"","Bus Stop","Mid-Block","Northwest","Active",30.27123633,-97.71064886,"Capital Metro","2017-08-17",3,2,"3-2"
"101",642,"Rosewood/San Bernard","S626","001300","ROSEWOOD","SAN BERNARD","AUSTIN",78702,"","Bus Stop","Nearside","Northeast","Active",30.26875576,-97.72550739,"Capital Metro","2017-08-17",3,2,"3-2"
"102",645,"E. 11th/Sabine","S1858","000700","11TH","SABINE","AUSTIN",78701,"","Bus Stop","Nearside","Northeast","Active",30.27089304,-97.73421237,"Capital Metro","2017-08-17",3,2,"3-2"
"103",657,"907 11th/Branch","S632","000907","11TH","BRANCH","AUSTIN",78702,"","Bus Stop","Farside","Southeast","Active",30.26986048,-97.73124103,"Capital Metro","2017-08-17",3,2,"3-2"
"104",658,"11th/Waller","S630","001000","11TH","WALLER","AUSTIN",78702,"","Bus Stop","Nearside","Southwest","Active",30.26927241,-97.72967713,"Capital Metro","2017-08-17",3,2,"3-2"
"105",659,"1201 11th/Lydia","S1903","001201","11TH","LYDIA","AUSTIN",78702,"","Bus Stop","Farside","Southeast","Active",30.26861325,-97.72781951,"Capital Metro","2017-08-17",3,2,"3-2"
"106",660,"1213 Rosewood/San Bernard","S627","001213","ROSEWOOD","SAN BERNARD","AUSTIN",78702,"","Bus Stop","Mid-Block","Southwest","Active",30.26852996,-97.72604945,"Capital Metro","2017-08-17",3,2,"3-2"
"107",661,"1319 Rosewood/Angelina","S625","001319","ROSEWOOD","ANGELINA","AUSTIN",78702,"","Bus Stop","Nearside","Southwest","Active",30.26878,-97.72446,"Capital Metro","2017-08-17",3,2,"3-2"
"108",663,"1909 Rosewood/Chicon","142NB","001909","ROSEWOOD","CHICON","AUSTIN",78702,"","Bus Stop","Farside","Southeast","Active",30.26969617,-97.71860068,"Capital Metro","2017-08-17",3,2,"3-2"
"109",664,"Rosewood/Northwestern","S1897","002100","ROSEWOOD","NORTHWESTERN","AUSTIN",78702,"","Bus Stop","Nearside","Southwest","Active",30.27,-97.71674,"Capital Metro","2017-08-17",3,2,"3-2"
"110",665,"2365 Rosewood/Hargrave","S615","002365","ROSEWOOD","HARGRAVE","AUSTIN",78702,"","Bus Stop","Nearside","Southwest","Active",30.27098778,-97.71088004,"Capital Metro","2017-08-17",3,2,"3-2"
"111",666,"Rosewood/Webberville","S610","002600","ROSEWOOD","WEBBERVILLE","AUSTIN",78702,"","Bus Stop","Nearside","Southwest","Active",30.27235735,-97.70514373,"Capital Metro","2017-08-17",3,2,"3-2"
"112",667,"2807 Oak Springs/Webberville","S1898","002807","OAK SPRINGS","WEBBERVILLE","AUSTIN",78702,"","Bus Stop","Mid-Block","Southeast","Active",30.27278742,-97.70232089,"Capital Metro","2017-08-17",3,2,"3-2"
"113",668,"3201 Oak Springs/Airport","84NB","003201","OAK SPRINGS","AIRPORT","AUSTIN",78702,"","Bus Stop","Nearside","Southwest","Active",30.27343427,-97.6984274,"Capital Metro","2017-08-17",3,2,"3-2"
"114",669,"Oak Springs/Springdale","SPOSS","003800","OAK SPRINGS","SPRINGDALE","AUSTIN",78721,"","Bus Stop","Mid-Block","Southeast","Active",30.27353366,-97.69129579,"Capital Metro","2017-08-17",3,2,"3-2"
"115",670,"Ledesma/Springdale","S599","004606","LEDESMA","SPRINGDALE","AUSTIN",78721,"","Bus Stop","Farside","Southeast","Active",30.27380272,-97.68982653,"Capital Metro","2017-08-17",3,2,"3-2"
"116",671,"4903 Ledesma/Mendoza","S597","004903","LEDESMA","MENDOZA","AUSTIN",78721,"","Bus Stop","Farside","Southeast","Active",30.27269907,-97.68749108,"Capital Metro","2017-08-17",3,2,"3-2"
"117",672,"Ledesma/Richardine","S1901","005100","LEDESMA","RICHARDINE","AUSTIN",78721,"","Bus Stop","Nearside","Southwest","Active",30.27190707,-97.68567916,"Capital Metro","2017-08-17",3,2,"3-2"
"118",673,"Ledesma/Cessal","S1902","005211","LEDESMA","CESSAL","AUSTIN",78721,"","Bus Stop","Nearside","Southwest","Active",30.27122084,-97.68406559,"Capital Metro","2017-08-17",3,2,"3-2"
"119",674,"Northcross Transfer Center","294T","007656","NORTHCROSS","FOSTER","AUSTIN",78757,"","Bus Stop","Mid-Block","Southwest","Active",30.35361,-97.73592,"Capital Metro","2017-08-17",3,2,"3-2"
"120",675,"7500 Burnet/Richcreek","S935","007500","BURNET","RICHCREEK","AUSTIN",78757,"","Bus Stop","Nearside","Northwest","Active",30.35065955,-97.73436184,"Capital Metro","2017-08-17",3,2,"3-2"
"121",678,"Burnet/Twin Oaks Dr.","S938","006610","BURNET","TWIN OAKS","AUSTIN",78757,"","Bus Stop","Nearside","Northwest","Active",30.34269291,-97.73867123,"Capital Metro","2017-08-17",3,2,"3-2"
"122",684,"North Loop Station (SB)","S944","005242","BURNET","NORTH LOOP","AUSTIN",78756,"","Rapid Station","Farside","Southwest","Active",30.32499908,-97.73968146,"Capital Metro","2017-08-17",3,2,"3-2"
"123",685,"Burnet/Hancock","S945","005100","BURNET","HANCOCK","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.32221273,-97.73943584,"Capital Metro","2017-08-17",3,2,"3-2"
"124",686,"Burnet/W. 49th","S946","004900","BURNET","49TH","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.32033263,-97.73931346,"Capital Metro","2017-08-17",3,2,"3-2"
"125",687,"Burnet/W. 47th","S947","004700","BURNET","47TH","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.31812557,-97.73995173,"Capital Metro","2017-08-17",3,2,"3-2"
"126",688,"Burnet/W. 45th","S948","004500","BURNET","45TH","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.31552807,-97.74162146,"Capital Metro","2017-08-17",3,1,"3-1"
"127",689,"4214 Medical Parkway/43rd","S949","004214","MEDICAL","43RD","AUSTIN",78756,"","Bus Stop","Nearside","Northwest","Active",30.3124743,-97.742371,"Capital Metro","2017-08-17",3,1,"3-1"
