"","end_location_lat","end_location_long","start_location_lat","start_location_long","total_rides","start_dist_from_bus","end_dist_from_bus","start_lat_bin","start_long_bin","start_grid_cell"
"1888",30.25,-97.77,30.25,-97.75,170,605.199680404157,781.800677181647,3,1,"3-1"
"1889",30.25,-97.77,30.25,-97.74,35,439.409436267575,781.800677181647,3,2,"3-2"
"1890",30.25,-97.77,30.25,-97.73,56,1525.24828947958,781.800677181647,3,2,"3-2"
"1891",30.25,-97.77,30.25,-97.72,15,1213.01165970019,781.800677181647,3,2,"3-2"
"1892",30.25,-97.77,30.26,-97.79,36,755.733590224497,781.800677181647,3,1,"3-1"
"1893",30.25,-97.77,30.26,-97.78,13,2097.44997298923,781.800677181647,3,1,"3-1"
"1894",30.25,-97.77,30.26,-97.77,77,2300.4576671426,781.800677181647,3,1,"3-1"
"1895",30.25,-97.77,30.26,-97.76,267,460.45099339508,781.800677181647,3,1,"3-1"
"1896",30.25,-97.77,30.26,-97.75,147,309.441545205615,781.800677181647,3,1,"3-1"
"1897",30.25,-97.77,30.26,-97.74,315,784.850728204676,781.800677181647,3,2,"3-2"
"1898",30.25,-97.77,30.26,-97.73,111,450.62176487427,781.800677181647,3,2,"3-2"
"1899",30.25,-97.77,30.26,-97.72,82,971.373121653458,781.800677181647,3,2,"3-2"
"1900",30.25,-97.77,30.26,-97.71,16,122.747189071443,781.800677181647,3,2,"3-2"
"1901",30.25,-97.77,30.27,-97.77,13,1213.68285768511,781.800677181647,3,1,"3-1"
"1902",30.25,-97.77,30.27,-97.76,52,1005.18613758991,781.800677181647,3,1,"3-1"
"1903",30.25,-97.77,30.27,-97.75,580,277.629227185794,781.800677181647,3,1,"3-1"
"1904",30.25,-97.77,30.27,-97.74,610,670.185417296239,781.800677181647,3,2,"3-2"
"1905",30.25,-97.77,30.27,-97.73,50,352.077191785239,781.800677181647,3,2,"3-2"
"1906",30.25,-97.77,30.27,-97.72,27,214.970693572764,781.800677181647,3,2,"3-2"
"1907",30.25,-97.77,30.28,-97.77,27,1106.91524795175,781.800677181647,3,1,"3-1"
"1908",30.25,-97.77,30.28,-97.76,45,642.883654751097,781.800677181647,3,1,"3-1"
"1909",30.25,-97.77,30.28,-97.75,30,1217.33842955882,781.800677181647,3,1,"3-1"
"1910",30.25,-97.77,30.28,-97.74,79,485.70707727731,781.800677181647,3,2,"3-2"
"1911",30.25,-97.77,30.28,-97.73,20,659.907570034195,781.800677181647,3,2,"3-2"
"1912",30.25,-97.77,30.28,-97.72,26,386.520409501231,781.800677181647,3,2,"3-2"
"1913",30.25,-97.77,30.28,-97.71,12,261.376209447921,781.800677181647,3,2,"3-2"
"1914",30.25,-97.77,30.28,-97.7,36,903.277981722539,781.800677181647,3,2,"3-2"
"1915",30.25,-97.77,30.28,-97.69,17,729.032978142168,781.800677181647,3,2,"3-2"
"1916",30.25,-97.77,30.29,-97.77,16,504.753727448107,781.800677181647,3,1,"3-1"
"1917",30.25,-97.77,30.29,-97.75,42,923.614956567319,781.800677181647,3,1,"3-1"
"1918",30.25,-97.77,30.29,-97.74,33,187.746352012044,781.800677181647,3,2,"3-2"
"1919",30.25,-97.77,30.29,-97.73,14,578.747653511085,781.800677181647,3,2,"3-2"
"1920",30.25,-97.77,30.29,-97.72,14,894.296129330527,781.800677181647,3,2,"3-2"
"1921",30.25,-97.77,30.29,-97.71,12,1127.73437914928,781.800677181647,3,2,"3-2"
"1922",30.25,-97.77,30.3,-97.76,10,1749.63749521182,781.800677181647,3,1,"3-1"
"1923",30.25,-97.77,30.3,-97.75,11,1069.00631265533,781.800677181647,3,1,"3-1"
"1924",30.25,-97.77,30.3,-97.74,22,152.746366151154,781.800677181647,3,2,"3-2"
"1925",30.25,-97.77,30.3,-97.72,12,483.330499378175,781.800677181647,3,2,"3-2"
"1926",30.25,-97.77,30.31,-97.74,20,699.949297766806,781.800677181647,3,2,"3-2"
"1927",30.25,-97.77,30.31,-97.73,19,408.918282390972,781.800677181647,3,2,"3-2"
"1928",30.25,-97.77,30.32,-97.73,16,499.957777064462,781.800677181647,3,2,"3-2"
"1929",30.25,-97.77,30.32,-97.71,11,1138.26585629055,781.800677181647,3,2,"3-2"
"1930",30.25,-97.77,30.33,-97.74,14,497.110878256124,781.800677181647,3,2,"3-2"
"1931",30.25,-97.76,30.2,-97.78,15,1243.50822464436,463.065294721964,2,1,"2-1"
"1932",30.25,-97.76,30.2,-97.77,14,1032.03853426798,463.065294721964,2,1,"2-1"
"1933",30.25,-97.76,30.2,-97.67,284,3878.94046085171,463.065294721964,2,3,"2-3"
"1934",30.25,-97.76,30.21,-97.79,14,866.868795290751,463.065294721964,2,1,"2-1"
"1935",30.25,-97.76,30.21,-97.78,12,482.131255053648,463.065294721964,2,1,"2-1"
"1936",30.25,-97.76,30.21,-97.77,14,891.70873680953,463.065294721964,2,1,"2-1"
"1937",30.25,-97.76,30.21,-97.76,30,2949.87314894138,463.065294721964,2,1,"2-1"
"1938",30.25,-97.76,30.21,-97.75,35,632.941578237148,463.065294721964,2,1,"2-1"
"1939",30.25,-97.76,30.21,-97.74,12,666.721569110145,463.065294721964,2,2,"2-2"
"1940",30.25,-97.76,30.22,-97.79,11,1396.383787503,463.065294721964,2,1,"2-1"
"1941",30.25,-97.76,30.22,-97.77,25,1046.42903036354,463.065294721964,2,1,"2-1"
"1942",30.25,-97.76,30.22,-97.75,13,1472.79105153058,463.065294721964,2,1,"2-1"
"1943",30.25,-97.76,30.22,-97.74,19,1068.85449395561,463.065294721964,2,2,"2-2"
"1944",30.25,-97.76,30.22,-97.69,16,874.297252923602,463.065294721964,2,2,"2-2"
"1945",30.25,-97.76,30.23,-97.79,28,446.979628950269,463.065294721964,2,1,"2-1"
"1946",30.25,-97.76,30.23,-97.78,59,629.927423118013,463.065294721964,2,1,"2-1"
"1947",30.25,-97.76,30.23,-97.77,66,832.411191452054,463.065294721964,2,1,"2-1"
"1948",30.25,-97.76,30.23,-97.76,107,160.342237960925,463.065294721964,2,1,"2-1"
"1949",30.25,-97.76,30.23,-97.75,24,1759.39969598086,463.065294721964,2,1,"2-1"
"1950",30.25,-97.76,30.23,-97.74,57,650.234213785827,463.065294721964,2,2,"2-2"
"1951",30.25,-97.76,30.23,-97.73,59,532.257369928909,463.065294721964,2,2,"2-2"
"1952",30.25,-97.76,30.23,-97.72,37,529.768493036874,463.065294721964,2,2,"2-2"
"1953",30.25,-97.76,30.24,-97.79,130,605.118142240434,463.065294721964,3,1,"3-1"
"1954",30.25,-97.76,30.24,-97.78,120,838.124467324186,463.065294721964,3,1,"3-1"
"1955",30.25,-97.76,30.24,-97.77,87,362.254798380128,463.065294721964,3,1,"3-1"
"1956",30.25,-97.76,30.24,-97.76,97,461.129586601633,463.065294721964,3,1,"3-1"
"1957",30.25,-97.76,30.24,-97.75,88,938.514858461475,463.065294721964,3,1,"3-1"
"1958",30.25,-97.76,30.24,-97.74,64,2313.52018185598,463.065294721964,3,2,"3-2"
"1959",30.25,-97.76,30.24,-97.73,90,848.513132666472,463.065294721964,3,2,"3-2"
"1960",30.25,-97.76,30.24,-97.72,57,517.642578627015,463.065294721964,3,2,"3-2"
"1961",30.25,-97.76,30.25,-97.79,16,3239.12048305341,463.065294721964,3,1,"3-1"
"1962",30.25,-97.76,30.25,-97.78,74,1398.27222075567,463.065294721964,3,1,"3-1"
"1963",30.25,-97.76,30.25,-97.77,101,781.800677181647,463.065294721964,3,1,"3-1"
"1964",30.25,-97.76,30.25,-97.76,203,463.065294721964,463.065294721964,3,1,"3-1"
"1965",30.25,-97.76,30.25,-97.75,313,605.199680404157,463.065294721964,3,1,"3-1"
"1966",30.25,-97.76,30.25,-97.74,65,439.409436267575,463.065294721964,3,2,"3-2"
"1967",30.25,-97.76,30.25,-97.73,65,1525.24828947958,463.065294721964,3,2,"3-2"
"1968",30.25,-97.76,30.25,-97.72,32,1213.01165970019,463.065294721964,3,2,"3-2"
"1969",30.25,-97.76,30.25,-97.71,17,1604.07207422072,463.065294721964,3,2,"3-2"
"1970",30.25,-97.76,30.26,-97.79,28,755.733590224497,463.065294721964,3,1,"3-1"
"1971",30.25,-97.76,30.26,-97.78,21,2097.44997298923,463.065294721964,3,1,"3-1"
"1972",30.25,-97.76,30.26,-97.77,72,2300.4576671426,463.065294721964,3,1,"3-1"
"1973",30.25,-97.76,30.26,-97.76,345,460.45099339508,463.065294721964,3,1,"3-1"
"1974",30.25,-97.76,30.26,-97.75,261,309.441545205615,463.065294721964,3,1,"3-1"
"1975",30.25,-97.76,30.26,-97.74,636,784.850728204676,463.065294721964,3,2,"3-2"
"1976",30.25,-97.76,30.26,-97.73,208,450.62176487427,463.065294721964,3,2,"3-2"
"1977",30.25,-97.76,30.26,-97.72,136,971.373121653458,463.065294721964,3,2,"3-2"
"1978",30.25,-97.76,30.26,-97.71,27,122.747189071443,463.065294721964,3,2,"3-2"
"1979",30.25,-97.76,30.26,-97.7,12,494.705704515467,463.065294721964,3,2,"3-2"
"1980",30.25,-97.76,30.27,-97.77,23,1213.68285768511,463.065294721964,3,1,"3-1"
"1981",30.25,-97.76,30.27,-97.76,85,1005.18613758991,463.065294721964,3,1,"3-1"
"1982",30.25,-97.76,30.27,-97.75,1000,277.629227185794,463.065294721964,3,1,"3-1"
"1983",30.25,-97.76,30.27,-97.74,969,670.185417296239,463.065294721964,3,2,"3-2"
"1984",30.25,-97.76,30.27,-97.73,94,352.077191785239,463.065294721964,3,2,"3-2"
"1985",30.25,-97.76,30.27,-97.72,48,214.970693572764,463.065294721964,3,2,"3-2"
"1986",30.25,-97.76,30.27,-97.7,11,717.934170424006,463.065294721964,3,2,"3-2"
"1987",30.25,-97.76,30.28,-97.77,64,1106.91524795175,463.065294721964,3,1,"3-1"
"1988",30.25,-97.76,30.28,-97.76,73,642.883654751097,463.065294721964,3,1,"3-1"
"1989",30.25,-97.76,30.28,-97.75,70,1217.33842955882,463.065294721964,3,1,"3-1"
"1990",30.25,-97.76,30.28,-97.74,126,485.70707727731,463.065294721964,3,2,"3-2"
"1991",30.25,-97.76,30.28,-97.73,35,659.907570034195,463.065294721964,3,2,"3-2"
"1992",30.25,-97.76,30.28,-97.72,54,386.520409501231,463.065294721964,3,2,"3-2"
"1993",30.25,-97.76,30.28,-97.71,15,261.376209447921,463.065294721964,3,2,"3-2"
"1994",30.25,-97.76,30.29,-97.77,24,504.753727448107,463.065294721964,3,1,"3-1"
"1995",30.25,-97.76,30.29,-97.76,12,2123.9989809287,463.065294721964,3,1,"3-1"
"1996",30.25,-97.76,30.29,-97.75,82,923.614956567319,463.065294721964,3,1,"3-1"
"1997",30.25,-97.76,30.29,-97.74,107,187.746352012044,463.065294721964,3,2,"3-2"
"1998",30.25,-97.76,30.29,-97.73,19,578.747653511085,463.065294721964,3,2,"3-2"
"1999",30.25,-97.76,30.29,-97.72,24,894.296129330527,463.065294721964,3,2,"3-2"
"2000",30.25,-97.76,30.29,-97.71,14,1127.73437914928,463.065294721964,3,2,"3-2"
"2001",30.25,-97.76,30.3,-97.78,15,2377.45187088721,463.065294721964,3,1,"3-1"
"2002",30.25,-97.76,30.3,-97.77,17,1162.67610094839,463.065294721964,3,1,"3-1"
"2003",30.25,-97.76,30.3,-97.76,17,1749.63749521182,463.065294721964,3,1,"3-1"
"2004",30.25,-97.76,30.3,-97.74,30,152.746366151154,463.065294721964,3,2,"3-2"
"2005",30.25,-97.76,30.3,-97.73,17,692.584426352351,463.065294721964,3,2,"3-2"
"2006",30.25,-97.76,30.3,-97.72,11,483.330499378175,463.065294721964,3,2,"3-2"
"2007",30.25,-97.76,30.3,-97.71,11,685.391448830025,463.065294721964,3,2,"3-2"
"2008",30.25,-97.76,30.3,-97.7,10,1252.71812847283,463.065294721964,3,2,"3-2"
"2009",30.25,-97.76,30.31,-97.75,23,470.574993249802,463.065294721964,3,1,"3-1"
"2010",30.25,-97.76,30.31,-97.74,29,699.949297766806,463.065294721964,3,2,"3-2"
"2011",30.25,-97.76,30.31,-97.73,25,408.918282390972,463.065294721964,3,2,"3-2"
"2012",30.25,-97.76,30.31,-97.72,26,861.591497185131,463.065294721964,3,2,"3-2"
"2013",30.25,-97.76,30.31,-97.71,16,700.826517793358,463.065294721964,3,2,"3-2"
"2014",30.25,-97.76,30.32,-97.74,10,418.444446713271,463.065294721964,3,2,"3-2"
"2015",30.25,-97.76,30.32,-97.73,26,499.957777064462,463.065294721964,3,2,"3-2"
"2016",30.25,-97.76,30.32,-97.72,11,680.064822533157,463.065294721964,3,2,"3-2"
"2017",30.25,-97.76,30.32,-97.71,23,1138.26585629055,463.065294721964,3,2,"3-2"
"2018",30.25,-97.76,30.33,-97.74,18,497.110878256124,463.065294721964,3,2,"3-2"
"2019",30.25,-97.76,30.34,-97.65,25,4122.6699297105,463.065294721964,3,3,"3-3"
"2020",30.25,-97.75,30.19,-97.74,10,1338.93229492025,605.199680404157,2,2,"2-2"
"2021",30.25,-97.75,30.19,-97.67,10,6949.53118607601,605.199680404157,2,3,"2-3"
"2022",30.25,-97.75,30.2,-97.79,42,798.53842944541,605.199680404157,2,1,"2-1"
"2023",30.25,-97.75,30.2,-97.78,15,1243.50822464436,605.199680404157,2,1,"2-1"
"2024",30.25,-97.75,30.2,-97.77,81,1032.03853426798,605.199680404157,2,1,"2-1"
"2025",30.25,-97.75,30.2,-97.75,16,825.285764078269,605.199680404157,2,1,"2-1"
"2026",30.25,-97.75,30.2,-97.67,582,3878.94046085171,605.199680404157,2,3,"2-3"
"2027",30.25,-97.75,30.2,-97.66,23,3771.67540887034,605.199680404157,2,3,"2-3"
"2028",30.25,-97.75,30.21,-97.79,18,866.868795290751,605.199680404157,2,1,"2-1"
"2029",30.25,-97.75,30.21,-97.78,44,482.131255053648,605.199680404157,2,1,"2-1"
"2030",30.25,-97.75,30.21,-97.77,56,891.70873680953,605.199680404157,2,1,"2-1"
"2031",30.25,-97.75,30.21,-97.76,35,2949.87314894138,605.199680404157,2,1,"2-1"
"2032",30.25,-97.75,30.21,-97.75,184,632.941578237148,605.199680404157,2,1,"2-1"
"2033",30.25,-97.75,30.21,-97.71,14,1369.03987313087,605.199680404157,2,2,"2-2"
"2034",30.25,-97.75,30.21,-97.7,10,2858.10647022252,605.199680404157,2,2,"2-2"
"2035",30.25,-97.75,30.21,-97.66,13,1360.64616432129,605.199680404157,2,3,"2-3"
"2036",30.25,-97.75,30.22,-97.79,24,1396.383787503,605.199680404157,2,1,"2-1"
"2037",30.25,-97.75,30.22,-97.78,16,1740.51811357688,605.199680404157,2,1,"2-1"
"2038",30.25,-97.75,30.22,-97.77,37,1046.42903036354,605.199680404157,2,1,"2-1"
"2039",30.25,-97.75,30.22,-97.76,34,1343.6875227941,605.199680404157,2,1,"2-1"
"2040",30.25,-97.75,30.22,-97.75,86,1472.79105153058,605.199680404157,2,1,"2-1"
"2041",30.25,-97.75,30.22,-97.74,39,1068.85449395561,605.199680404157,2,2,"2-2"
"2042",30.25,-97.75,30.22,-97.73,15,2645.17472211162,605.199680404157,2,2,"2-2"
"2043",30.25,-97.75,30.22,-97.69,54,874.297252923602,605.199680404157,2,2,"2-2"
"2044",30.25,-97.75,30.23,-97.79,34,446.979628950269,605.199680404157,2,1,"2-1"
"2045",30.25,-97.75,30.23,-97.78,61,629.927423118013,605.199680404157,2,1,"2-1"
"2046",30.25,-97.75,30.23,-97.77,181,832.411191452054,605.199680404157,2,1,"2-1"
"2047",30.25,-97.75,30.23,-97.76,211,160.342237960925,605.199680404157,2,1,"2-1"
"2048",30.25,-97.75,30.23,-97.75,104,1759.39969598086,605.199680404157,2,1,"2-1"
"2049",30.25,-97.75,30.23,-97.74,133,650.234213785827,605.199680404157,2,2,"2-2"
"2050",30.25,-97.75,30.23,-97.73,144,532.257369928909,605.199680404157,2,2,"2-2"
"2051",30.25,-97.75,30.23,-97.72,49,529.768493036874,605.199680404157,2,2,"2-2"
"2052",30.25,-97.75,30.23,-97.71,19,758.752288231866,605.199680404157,2,2,"2-2"
"2053",30.25,-97.75,30.24,-97.79,104,605.118142240434,605.199680404157,3,1,"3-1"
"2054",30.25,-97.75,30.24,-97.78,174,838.124467324186,605.199680404157,3,1,"3-1"
"2055",30.25,-97.75,30.24,-97.77,67,362.254798380128,605.199680404157,3,1,"3-1"
"2056",30.25,-97.75,30.24,-97.76,221,461.129586601633,605.199680404157,3,1,"3-1"
"2057",30.25,-97.75,30.24,-97.75,273,938.514858461475,605.199680404157,3,1,"3-1"
"2058",30.25,-97.75,30.24,-97.74,175,2313.52018185598,605.199680404157,3,2,"3-2"
"2059",30.25,-97.75,30.24,-97.73,185,848.513132666472,605.199680404157,3,2,"3-2"
"2060",30.25,-97.75,30.24,-97.72,125,517.642578627015,605.199680404157,3,2,"3-2"
"2061",30.25,-97.75,30.24,-97.71,57,1975.87637664845,605.199680404157,3,2,"3-2"
"2062",30.25,-97.75,30.25,-97.79,23,3239.12048305341,605.199680404157,3,1,"3-1"
"2063",30.25,-97.75,30.25,-97.78,110,1398.27222075567,605.199680404157,3,1,"3-1"
"2064",30.25,-97.75,30.25,-97.77,246,781.800677181647,605.199680404157,3,1,"3-1"
"2065",30.25,-97.75,30.25,-97.76,322,463.065294721964,605.199680404157,3,1,"3-1"
"2066",30.25,-97.75,30.25,-97.75,454,605.199680404157,605.199680404157,3,1,"3-1"
"2067",30.25,-97.75,30.25,-97.74,197,439.409436267575,605.199680404157,3,2,"3-2"
"2068",30.25,-97.75,30.25,-97.73,154,1525.24828947958,605.199680404157,3,2,"3-2"
"2069",30.25,-97.75,30.25,-97.72,105,1213.01165970019,605.199680404157,3,2,"3-2"
"2070",30.25,-97.75,30.25,-97.71,35,1604.07207422072,605.199680404157,3,2,"3-2"
"2071",30.25,-97.75,30.25,-97.7,49,1709.35000178871,605.199680404157,3,2,"3-2"
"2072",30.25,-97.75,30.26,-97.79,53,755.733590224497,605.199680404157,3,1,"3-1"
"2073",30.25,-97.75,30.26,-97.78,25,2097.44997298923,605.199680404157,3,1,"3-1"
"2074",30.25,-97.75,30.26,-97.77,211,2300.4576671426,605.199680404157,3,1,"3-1"
"2075",30.25,-97.75,30.26,-97.76,793,460.45099339508,605.199680404157,3,1,"3-1"
"2076",30.25,-97.75,30.26,-97.75,684,309.441545205615,605.199680404157,3,1,"3-1"
"2077",30.25,-97.75,30.26,-97.74,1896,784.850728204676,605.199680404157,3,2,"3-2"
"2078",30.25,-97.75,30.26,-97.73,529,450.62176487427,605.199680404157,3,2,"3-2"
"2079",30.25,-97.75,30.26,-97.72,306,971.373121653458,605.199680404157,3,2,"3-2"
"2080",30.25,-97.75,30.26,-97.71,60,122.747189071443,605.199680404157,3,2,"3-2"
"2081",30.25,-97.75,30.26,-97.7,27,494.705704515467,605.199680404157,3,2,"3-2"
"2082",30.25,-97.75,30.27,-97.79,23,2988.93670045674,605.199680404157,3,1,"3-1"
"2083",30.25,-97.75,30.27,-97.78,11,1159.88992605651,605.199680404157,3,1,"3-1"
"2084",30.25,-97.75,30.27,-97.77,90,1213.68285768511,605.199680404157,3,1,"3-1"
"2085",30.25,-97.75,30.27,-97.76,255,1005.18613758991,605.199680404157,3,1,"3-1"
"2086",30.25,-97.75,30.27,-97.75,1770,277.629227185794,605.199680404157,3,1,"3-1"
"2087",30.25,-97.75,30.27,-97.74,2461,670.185417296239,605.199680404157,3,2,"3-2"
"2088",30.25,-97.75,30.27,-97.73,336,352.077191785239,605.199680404157,3,2,"3-2"
"2089",30.25,-97.75,30.27,-97.72,92,214.970693572764,605.199680404157,3,2,"3-2"
"2090",30.25,-97.75,30.27,-97.71,18,645.335061566183,605.199680404157,3,2,"3-2"
"2091",30.25,-97.75,30.27,-97.7,19,717.934170424006,605.199680404157,3,2,"3-2"
"2092",30.25,-97.75,30.27,-97.69,11,692.596122057812,605.199680404157,3,2,"3-2"
"2093",30.25,-97.75,30.28,-97.77,116,1106.91524795175,605.199680404157,3,1,"3-1"
"2094",30.25,-97.75,30.28,-97.76,174,642.883654751097,605.199680404157,3,1,"3-1"
"2095",30.25,-97.75,30.28,-97.75,234,1217.33842955882,605.199680404157,3,1,"3-1"
"2096",30.25,-97.75,30.28,-97.74,479,485.70707727731,605.199680404157,3,2,"3-2"
"2097",30.25,-97.75,30.28,-97.73,115,659.907570034195,605.199680404157,3,2,"3-2"
"2098",30.25,-97.75,30.28,-97.72,113,386.520409501231,605.199680404157,3,2,"3-2"
"2099",30.25,-97.75,30.28,-97.71,64,261.376209447921,605.199680404157,3,2,"3-2"
"2100",30.25,-97.75,30.28,-97.7,18,903.277981722539,605.199680404157,3,2,"3-2"
"2101",30.25,-97.75,30.28,-97.69,17,729.032978142168,605.199680404157,3,2,"3-2"
"2102",30.25,-97.75,30.29,-97.78,12,854.734012619016,605.199680404157,3,1,"3-1"
"2103",30.25,-97.75,30.29,-97.77,62,504.753727448107,605.199680404157,3,1,"3-1"
"2104",30.25,-97.75,30.29,-97.76,38,2123.9989809287,605.199680404157,3,1,"3-1"
"2105",30.25,-97.75,30.29,-97.75,285,923.614956567319,605.199680404157,3,1,"3-1"
"2106",30.25,-97.75,30.29,-97.74,267,187.746352012044,605.199680404157,3,2,"3-2"
"2107",30.25,-97.75,30.29,-97.73,103,578.747653511085,605.199680404157,3,2,"3-2"
"2108",30.25,-97.75,30.29,-97.72,80,894.296129330527,605.199680404157,3,2,"3-2"
"2109",30.25,-97.75,30.29,-97.71,33,1127.73437914928,605.199680404157,3,2,"3-2"
"2110",30.25,-97.75,30.29,-97.7,17,643.156154585376,605.199680404157,3,2,"3-2"
"2111",30.25,-97.75,30.3,-97.78,47,2377.45187088721,605.199680404157,3,1,"3-1"
"2112",30.25,-97.75,30.3,-97.77,34,1162.67610094839,605.199680404157,3,1,"3-1"
"2113",30.25,-97.75,30.3,-97.76,45,1749.63749521182,605.199680404157,3,1,"3-1"
"2114",30.25,-97.75,30.3,-97.75,32,1069.00631265533,605.199680404157,3,1,"3-1"
"2115",30.25,-97.75,30.3,-97.74,72,152.746366151154,605.199680404157,3,2,"3-2"
"2116",30.25,-97.75,30.3,-97.73,41,692.584426352351,605.199680404157,3,2,"3-2"
"2117",30.25,-97.75,30.3,-97.72,39,483.330499378175,605.199680404157,3,2,"3-2"
"2118",30.25,-97.75,30.3,-97.71,37,685.391448830025,605.199680404157,3,2,"3-2"
"2119",30.25,-97.75,30.3,-97.7,26,1252.71812847283,605.199680404157,3,2,"3-2"
"2120",30.25,-97.75,30.3,-97.68,10,1314.63585951741,605.199680404157,3,3,"3-3"
"2121",30.25,-97.75,30.31,-97.77,12,2268.55954102876,605.199680404157,3,1,"3-1"
"2122",30.25,-97.75,30.31,-97.75,32,470.574993249802,605.199680404157,3,1,"3-1"
"2123",30.25,-97.75,30.31,-97.74,50,699.949297766806,605.199680404157,3,2,"3-2"
"2124",30.25,-97.75,30.31,-97.73,59,408.918282390972,605.199680404157,3,2,"3-2"
"2125",30.25,-97.75,30.31,-97.72,43,861.591497185131,605.199680404157,3,2,"3-2"
"2126",30.25,-97.75,30.31,-97.71,40,700.826517793358,605.199680404157,3,2,"3-2"
"2127",30.25,-97.75,30.32,-97.77,21,4500.5328223265,605.199680404157,3,1,"3-1"
"2128",30.25,-97.75,30.32,-97.75,21,1231.95574722992,605.199680404157,3,1,"3-1"
"2129",30.25,-97.75,30.32,-97.74,26,418.444446713271,605.199680404157,3,2,"3-2"
"2130",30.25,-97.75,30.32,-97.73,55,499.957777064462,605.199680404157,3,2,"3-2"
"2131",30.25,-97.75,30.32,-97.72,34,680.064822533157,605.199680404157,3,2,"3-2"
"2132",30.25,-97.75,30.32,-97.71,69,1138.26585629055,605.199680404157,3,2,"3-2"
"2133",30.25,-97.75,30.32,-97.7,21,924.438806698591,605.199680404157,3,2,"3-2"
"2134",30.25,-97.75,30.33,-97.74,27,497.110878256124,605.199680404157,3,2,"3-2"
"2135",30.25,-97.75,30.33,-97.72,25,1193.76728266818,605.199680404157,3,2,"3-2"
"2136",30.25,-97.75,30.33,-97.71,15,572.804524481472,605.199680404157,3,2,"3-2"
"2137",30.25,-97.75,30.33,-97.7,30,446.68360707661,605.199680404157,3,2,"3-2"
"2138",30.25,-97.75,30.34,-97.74,13,474.162760396947,605.199680404157,3,2,"3-2"
"2139",30.25,-97.75,30.34,-97.72,14,667.562706453081,605.199680404157,3,2,"3-2"
"2140",30.25,-97.75,30.34,-97.7,31,2029.45817608129,605.199680404157,3,2,"3-2"
"2141",30.25,-97.75,30.35,-97.75,10,1370.5813623873,605.199680404157,3,1,"3-1"
"2142",30.25,-97.75,30.36,-97.73,12,305.084694853989,605.199680404157,4,2,"4-2"
"2143",30.25,-97.75,30.39,-97.75,11,1782.40005769966,605.199680404157,4,1,"4-1"
"2144",30.25,-97.75,30.39,-97.74,21,797.198426196526,605.199680404157,4,2,"4-2"
"2145",30.25,-97.75,30.4,-97.73,10,1806.76216775938,605.199680404157,4,2,"4-2"
"2146",30.25,-97.74,30.2,-97.67,256,3878.94046085171,439.409436267575,2,3,"2-3"
"2147",30.25,-97.74,30.22,-97.76,17,1343.6875227941,439.409436267575,2,1,"2-1"
"2148",30.25,-97.74,30.22,-97.75,12,1472.79105153058,439.409436267575,2,1,"2-1"
"2149",30.25,-97.74,30.23,-97.78,10,629.927423118013,439.409436267575,2,1,"2-1"
"2150",30.25,-97.74,30.23,-97.76,30,160.342237960925,439.409436267575,2,1,"2-1"
"2151",30.25,-97.74,30.23,-97.74,13,650.234213785827,439.409436267575,2,2,"2-2"
"2152",30.25,-97.74,30.23,-97.73,10,532.257369928909,439.409436267575,2,2,"2-2"
"2153",30.25,-97.74,30.23,-97.72,25,529.768493036874,439.409436267575,2,2,"2-2"
"2154",30.25,-97.74,30.24,-97.79,15,605.118142240434,439.409436267575,3,1,"3-1"
"2155",30.25,-97.74,30.24,-97.78,11,838.124467324186,439.409436267575,3,1,"3-1"
"2156",30.25,-97.74,30.24,-97.77,12,362.254798380128,439.409436267575,3,1,"3-1"
"2157",30.25,-97.74,30.24,-97.76,13,461.129586601633,439.409436267575,3,1,"3-1"
"2158",30.25,-97.74,30.24,-97.75,29,938.514858461475,439.409436267575,3,1,"3-1"
"2159",30.25,-97.74,30.24,-97.74,16,2313.52018185598,439.409436267575,3,2,"3-2"
"2160",30.25,-97.74,30.24,-97.73,39,848.513132666472,439.409436267575,3,2,"3-2"
"2161",30.25,-97.74,30.24,-97.72,18,517.642578627015,439.409436267575,3,2,"3-2"
"2162",30.25,-97.74,30.25,-97.78,18,1398.27222075567,439.409436267575,3,1,"3-1"
"2163",30.25,-97.74,30.25,-97.77,31,781.800677181647,439.409436267575,3,1,"3-1"
"2164",30.25,-97.74,30.25,-97.76,43,463.065294721964,439.409436267575,3,1,"3-1"
"2165",30.25,-97.74,30.25,-97.75,173,605.199680404157,439.409436267575,3,1,"3-1"
"2166",30.25,-97.74,30.25,-97.74,88,439.409436267575,439.409436267575,3,2,"3-2"
"2167",30.25,-97.74,30.25,-97.73,48,1525.24828947958,439.409436267575,3,2,"3-2"
"2168",30.25,-97.74,30.25,-97.72,11,1213.01165970019,439.409436267575,3,2,"3-2"
"2169",30.25,-97.74,30.25,-97.71,10,1604.07207422072,439.409436267575,3,2,"3-2"
"2170",30.25,-97.74,30.25,-97.7,10,1709.35000178871,439.409436267575,3,2,"3-2"
"2171",30.25,-97.74,30.26,-97.77,13,2300.4576671426,439.409436267575,3,1,"3-1"
"2172",30.25,-97.74,30.26,-97.76,203,460.45099339508,439.409436267575,3,1,"3-1"
"2173",30.25,-97.74,30.26,-97.75,125,309.441545205615,439.409436267575,3,1,"3-1"
"2174",30.25,-97.74,30.26,-97.74,467,784.850728204676,439.409436267575,3,2,"3-2"
