STOP_ID,STOP_NAME,STOP_ABBR,STREET_NMB,ON_STREET,AT_STREET,CITY,ZIP,BAY,STOP_TYPE,PLACEMENT,CORNER,STATUS,LATITUDE,LONGITUDE,SOURCE,SOURCEDATE
"671",4903 Ledesma/Mendoza,S597,"004903",LEDESMA,MENDOZA,AUSTIN,"78721",,Bus Stop,Farside,Southeast,Active,30.27269907000,-97.68749108000,Capital Metro,2017-08-17
"672",Ledesma/Richardine,S1901,"005100",LEDESMA,RICHARDINE,AUSTIN,"78721",,Bus Stop,Nearside,Southwest,Active,30.27190707000,-97.68567916000,Capital Metro,2017-08-17
"673",Ledesma/Cessal,S1902,"005211",LEDESMA,CESSAL,AUSTIN,"78721",,Bus Stop,Nearside,Southwest,Active,30.27122084000,-97.68406559000,Capital Metro,2017-08-17
"674",Northcross Transfer Center,294T,"007656",NORTHCROSS,FOSTER,AUSTIN,"78757",,Bus Stop,Mid-Block,Southwest,Active,30.35361000000,-97.73592000000,Capital Metro,2017-08-17
"675",7500 Burnet/Richcreek,S935,"007500",BURNET,RICHCREEK,AUSTIN,"78757",,Bus Stop,Nearside,Northwest,Active,30.35065955000,-97.73436184000,Capital Metro,2017-08-17
"678",Burnet/Twin Oaks Dr.,S938,"006610",BURNET,TWIN OAKS,AUSTIN,"78757",,Bus Stop,Nearside,Northwest,Active,30.34269291000,-97.73867123000,Capital Metro,2017-08-17
"684",North Loop Station (SB),S944,"005242",BURNET,NORTH LOOP,AUSTIN,"78756",,Rapid Station,Farside,Southwest,Active,30.32499908000,-97.73968146000,Capital Metro,2017-08-17
"685",Burnet/Hancock,S945,"005100",BURNET,HANCOCK,AUSTIN,"78756",,Bus Stop,Nearside,Northwest,Active,30.32221273000,-97.73943584000,Capital Metro,2017-08-17
"686",Burnet/W. 49th,S946,"004900",BURNET,49TH,AUSTIN,"78756",,Bus Stop,Nearside,Northwest,Active,30.32033263000,-97.73931346000,Capital Metro,2017-08-17
"687",Burnet/W. 47th,S947,"004700",BURNET,47TH,AUSTIN,"78756",,Bus Stop,Nearside,Northwest,Active,30.31812557000,-97.73995173000,Capital Metro,2017-08-17
"688",Burnet/W. 45th,S948,"004500",BURNET,45TH,AUSTIN,"78756",,Bus Stop,Nearside,Northwest,Active,30.31552807000,-97.74162146000,Capital Metro,2017-08-17
"689",4214 Medical Parkway/43rd,S949,"004214",MEDICAL,43RD,AUSTIN,"78756",,Bus Stop,Nearside,Northwest,Active,30.31247430000,-97.74237100000,Capital Metro,2017-08-17
"690",4112 Medical Parkway/42nd,S950,"004112",MEDICAL,42ND,AUSTIN,"78756",,Bus Stop,Farside,Southwest,Active,30.31090076000,-97.74266652000,Capital Metro,2017-08-17
"691",Medical Pkwy/W. 40th,S951,"004000",MEDICAL,40TH,AUSTIN,"78756",,Bus Stop,Nearside,Northwest,Active,30.30856554000,-97.74274465000,Capital Metro,2017-08-17
"695",3120 Lamar/32nd,S955,"003120",LAMAR,32ND,AUSTIN,"78705",,Bus Stop,Nearside,Northwest,Active,30.30123602000,-97.74573955000,Capital Metro,2017-08-17
"716",800 Cesar Chavez/West,S164,"000800",CESAR CHAVEZ,WEST,AUSTIN,"78701",,Bus Stop,Farside,Northwest,Temporarily Clo,30.26574123000,-97.75240558000,Capital Metro,2017-08-17
"717",B R Reynolds/Lamar,S221,"000200",B R REYNOLDS,LAMAR,AUSTIN,"78703",,Bus Stop,Nearside,Southwest,Active,30.26740157000,-97.75657645000,Capital Metro,2017-08-17
"722",1414 Lamar/Cinco,S165,"001414",LAMAR,CINCO,AUSTIN,"78704",,Bus Stop,Nearside,Northwest,Active,30.25246518000,-97.76411399000,Capital Metro,2017-08-17
"726",2506 Lamar/La Casa,S3438,"002506",LAMAR,LA CASA,AUSTIN,"78704",,Bus Stop,Nearside,Northwest,Active,30.24631152000,-97.77873016000,Capital Metro,2017-08-17
"728",2806 Manchaca/Lightsey,S209,"002806",MANCHACA,LIGHTSEY,AUSTIN,"78704",,Bus Stop,Nearside,Northwest,Active,30.24303493000,-97.78162764000,Capital Metro,2017-08-17
"729",3204 Manchaca/Glen Allen,S207,"003204",MANCHACA,GLEN ALLEN,AUSTIN,"78704",,Bus Stop,Farside,Southwest,Active,30.24034519000,-97.78224170000,Capital Metro,2017-08-17
"730",3624 Manchaca/Larchmont,S2439,"003624",MANCHACA,LARCHMONT,AUSTIN,"78704",,Bus Stop,Mid-Block,Southwest,Active,30.23745227000,-97.78356842000,Capital Metro,2017-08-17
"732",3906 Manchaca/Prather,S202,"003906",MANCHACA,PRATHER,AUSTIN,"78704",,Bus Stop,Nearside,Northwest,Active,30.23396888000,-97.78576524000,Capital Metro,2017-08-17
