STOP_ID,STOP_NAME,STOP_ABBR,STREET_NMB,ON_STREET,AT_STREET,CITY,ZIP,BAY,STOP_TYPE,PLACEMENT,CORNER,STATUS,LATITUDE,LONGITUDE,SOURCE,SOURCEDATE
"1024",2300 Wickersham/Cromwell,S805,"002300",WICKERSHAM,CROMWELL,AUSTIN,"78741",,Bus Stop,Nearside,Northwest,Active,30.22753384000,-97.72173054000,Capital Metro,2017-08-17
"1025",2440 Wickersham/Oltorf,S808,"002440",WICKERSHAM,OLTORF,AUSTIN,"78741",,Bus Stop,Nearside,Northwest,Active,30.22608309000,-97.72378369000,Capital Metro,2017-08-17
"1027",2433 Pleasant Valley/Oltorf,S3266,"002433",PLEASANT VALLEY,OLTORF,AUSTIN,"78741",,Bus Stop,Mid-Block,Northeast,Active,30.22802764000,-97.72724125000,Capital Metro,2017-08-17
"1028",2209 Pleasant Valley/Sheringha,S810,"002209",PLEASANT VALLEY,SHERINGHAM,AUSTIN,"78741",,Bus Stop,Nearside,Southeast,Active,30.23109722000,-97.72529941000,Capital Metro,2017-08-17
"1029",2426 Riverside/Pleasant Valley,S2093,"002426",RIVERSIDE,PLEASANT VALLEY,AUSTIN,"78741",,Bus Stop,Mid-Block,Northwest,Active,30.23570621000,-97.72436986000,Capital Metro,2017-08-17
"1030",Riverside/Willow Creek,S813,"002308",RIVERSIDE,WILLOW CREEK,AUSTIN,"78741",,Bus Stop,Mid-Block,Northeast,Active,30.23806534000,-97.72563476000,Capital Metro,2017-08-17
"1032",Riverside/Town Creek,S2094,"002000",RIVERSIDE,TOWN CREEK,AUSTIN,"78741",,Bus Stop,Nearside,Southeast,Active,30.24114044000,-97.72759139000,Capital Metro,2017-08-17
"1033",Riverside/Shore District,S2095,"001800",RIVERSIDE,SHORE DISTRICT,AUSTIN,"78741",,Bus Stop,Nearside,Southeast,Active,30.24286799000,-97.72888897000,Capital Metro,2017-08-17
"1034",1600 Riverside/Summit,S2096,"001600",RIVERSIDE,SUMMIT,AUSTIN,"78741",,Bus Stop,Nearside,Northeast,Active,30.24650527000,-97.73196915000,Capital Metro,2017-08-17
"1038",400 Cesar Chavez/Trinity,S2007,"000400",CESAR CHAVEZ,TRINITY,AUSTIN,"78701",,Bus Stop,Nearside,Northeast,Temporarily Clo,30.26246000000,-97.74084000000,Capital Metro,2017-08-17
"1042",2231 Guadalupe/West Mall UT,S18,"002231",GUADALUPE,WEST MALL UT,AUSTIN,"78712",,Bus Stop,Nearside,Southeast,Active,30.28573602000,-97.74159943000,Capital Metro,2017-08-17
"1046",3005 Speedway/San Jacinto,S2102,"003005",SPEEDWAY,SAN JACINTO,AUSTIN,"78705",,Bus Stop,Mid-Block,Northeast,Active,30.29347000000,-97.73560000000,Capital Metro,2017-08-17
"1049",Speedway/35th,S2105,"003400",SPEEDWAY,35TH,AUSTIN,"78705",,Bus Stop,Nearside,Southeast,Active,30.29921721000,-97.73434115000,Capital Metro,2017-08-17
"1051",Speedway/39th,S2107,"003800",SPEEDWAY,39TH,AUSTIN,"78751",,Bus Stop,Nearside,Southeast,Active,30.30159062000,-97.73282536000,Capital Metro,2017-08-17
"1053",4301 Speedway/43rd,S2109,"004301",SPEEDWAY,43RD,AUSTIN,"78751",,Bus Stop,Farside,Northeast,Active,30.30661566000,-97.72961587000,Capital Metro,2017-08-17
"1054",108 45th Street/Avenue D,S2110,"000108",45TH,AVENUE D,AUSTIN,"78751",,Bus Stop,Nearside,Northeast,Active,30.30911167000,-97.72923512000,Capital Metro,2017-08-17
"1055",408 45th Street/Avenue A,S2111,"000408",45TH,AVENUE A,AUSTIN,"78751",,Bus Stop,Nearside,Northeast,Active,30.31042454000,-97.73187799000,Capital Metro,2017-08-17
"1056",636 45th/Guadalupe,200WB,"000636",45TH,GUADALUPE,AUSTIN,"78751",,Bus Stop,Farside,Northwest,Active,30.31124997000,-97.73346844000,Capital Metro,2017-08-17
"1057",918 45th/Lamar,S2112,"000918",45TH,LAMAR,AUSTIN,"78751",,Bus Stop,Nearside,Northeast,Active,30.31339739000,-97.73724515000,Capital Metro,2017-08-17
"1058",Sunshine Station (NB),S2113,"004701",SUNSHINE,LAMAR,AUSTIN,"78756",,Rapid Station,Mid-Block,Northeast,Active,30.31643357000,-97.73571666000,Capital Metro,2017-08-17
"1059",4801 Sunshine (Criss Cole Reha,S2114,"004801",SUNSHINE,49TH,AUSTIN,"78756",,Bus Stop,Nearside,Southeast,Active,30.31738238000,-97.73511420000,Capital Metro,2017-08-17
"1060",1100 49th/Grover,S2115,"001100",49TH,GROVER,AUSTIN,"78756",,Bus Stop,Nearside,Northeast,Active,30.31879072000,-97.73664678000,Capital Metro,2017-08-17
"1061",1200 51st/Grover,S2116,"001200",51ST,GROVER,AUSTIN,"78756",,Bus Stop,Mid-Block,Northwest,Active,30.32070687000,-97.73598895000,Capital Metro,2017-08-17
"1062",5113 Woodrow/North,S2117,"005113",WOODROW,NORTH,AUSTIN,"78756",,Bus Stop,Nearside,Southeast,Active,30.32237096000,-97.73689186000,Capital Metro,2017-08-17
"1063",5223 Woodrow/North Loop,S2118,"005223",WOODROW,NORTH LOOP,AUSTIN,"78756",,Bus Stop,Nearside,Southeast,Active,30.32406065000,-97.73582418000,Capital Metro,2017-08-17
"1064",5413 Woodrow/Houston,S2119,"005413",WOODROW,HOUSTON,AUSTIN,"78756",,Bus Stop,Nearside,Southeast,Active,30.32618619000,-97.73448199000,Capital Metro,2017-08-17
"1065",5515 Woodrow/Houston,S2120,"005515",WOODROW,HOUSTON,AUSTIN,"78756",,Bus Stop,Mid-Block,Northeast,Active,30.32756476000,-97.73360277000,Capital Metro,2017-08-17
"1066",5701 Woodrow/Theckla,S2121,"005701",WOODROW,THECKLA,AUSTIN,"78756",,Bus Stop,Farside,Northeast,Active,30.32903418000,-97.73267274000,Capital Metro,2017-08-17
"1067",5819 Woodrow/Koenig,442NB,"005819",WOODROW,KOENIG,AUSTIN,"78756",,Bus Stop,Nearside,Southeast,Active,30.33073718000,-97.73157978000,Capital Metro,2017-08-17
"1068",Woodrow/Alguno,S2123,"006100",WOODROW,ALGUNO,AUSTIN,"78757",,Bus Stop,Mid-Block,Northeast,Active,30.33281105000,-97.73068243000,Capital Metro,2017-08-17
"1069",Woodrow/Alegria,S2124,"006300",WOODROW,ALEGRIA,AUSTIN,"78757",,Bus Stop,Mid-Block,Northeast,Active,30.33457267000,-97.73012800000,Capital Metro,2017-08-17
"1070",6523 Woodrow/Brentwood,S2125,"006523",WOODROW,BRENTWOOD,AUSTIN,"78757",,Bus Stop,Nearside,Southeast,Active,30.33727905000,-97.72841998000,Capital Metro,2017-08-17
"1072",Woodrow/Dwyce,S2127,"006800",WOODROW,DWYCE,AUSTIN,"78757",,Bus Stop,Mid-Block,Northeast,Active,30.34017063000,-97.72659391000,Capital Metro,2017-08-17
"1074",7115 Woodrow/Piedmont,S2129,"007115",WOODROW,PIEDMONT,AUSTIN,"78757",,Bus Stop,Nearside,Southeast,Active,30.34284937000,-97.72498440000,Capital Metro,2017-08-17
"1075",Woodrow/Pasadena,S2130,"007300",WOODROW,PASADENA,AUSTIN,"78757",,Bus Stop,Nearside,Southeast,Active,30.34497706000,-97.72520981000,Capital Metro,2017-08-17
"1076",Woodrow/Morrow,S2131,"007500",WOODROW,MORROW,AUSTIN,"78757",,Bus Stop,Nearside,Southeast,Active,30.34742954000,-97.72376090000,Capital Metro,2017-08-17
"1077",7717 Woodrow/Princeton,S2132,"007717",WOODROW,PRINCETON,AUSTIN,"78757",,Bus Stop,Nearside,Northeast,Active,30.34989000000,-97.72302000000,Capital Metro,2017-08-17
"1078",1700 Anderson/Wooten Park,440NB,"001700",ANDERSON,WOOTEN PARK,AUSTIN,"78757",,Bus Stop,Mid-Block,Northwest,Active,30.35279000000,-97.72362000000,Capital Metro,2017-08-17
"1080",Anderson/Mullen,S1939,"001900",ANDERSON,MULLEN,AUSTIN,"78757",,Bus Stop,Farside,Northwest,Active,30.35401000000,-97.72622000000,Capital Metro,2017-08-17
"1084",4000 Tannehill/Jackie Robinson,S1302,"004000",TANNEHILL,JACKIE ROBINSON,AUSTIN,"78721",,Bus Stop,Nearside,Northwest,Active,30.27639021000,-97.67603330000,Capital Metro,2017-08-17
"1085",Jackie Robinson/Delano,S1297,"005500",JACKIE ROBINSON,DELANO,AUSTIN,"78721",,Bus Stop,Nearside,Northeast,Active,30.27658795000,-97.67834978000,Capital Metro,2017-08-17
"1086",1200 Delano/Hudson,S1313,"001200",DELANO,HUDSON,AUSTIN,"78721",,Bus Stop,Nearside,Northwest,Active,30.27344000000,-97.67808000000,Capital Metro,2017-08-17
"1087",Hudson/Eleanor,S1315,"001200",ELEANOR,HUDSON,AUSTIN,"78721",,Bus Stop,Farside,Northeast,Active,30.27398030000,-97.67935962000,Capital Metro,2017-08-17
"1088",1307 Fort Branch/Eleanor,S1317,"001307",FORT BRANCH,ELEANOR,AUSTIN,"78721",,Bus Stop,Mid-Block,Northeast,Active,30.27706780000,-97.68009245000,Capital Metro,2017-08-17
"1089",1420 Webberville/Fort Branch,S1320,"001420",WEBBERVILLE,FORT BRANCH,AUSTIN,"78721",,Bus Stop,Farside,Northwest,Active,30.27988973000,-97.68106310000,Capital Metro,2017-08-17
"1090",Webberville/Ribbecke,S1322,"001308",WEBBERVILLE,RIBBECKE,AUSTIN,"78721",,Bus Stop,Farside,Northwest,Active,30.27925504000,-97.68319592000,Capital Metro,2017-08-17
"1091",12th/Webberville,S1324,"004700",12TH,WEBBERVILLE,AUSTIN,"78721",,Bus Stop,Farside,Northwest,Active,30.27836074000,-97.68547808000,Capital Metro,2017-08-17
"1092",4600 12th/Springdale,382WB,"004600",12TH,SPRINGDALE,AUSTIN,"78721",,Bus Stop,Nearside,Northeast,Active,30.27894118000,-97.68668153000,Capital Metro,2017-08-17
"1093",12th/Cometa,S1327,"004100",12TH,COMETA,AUSTIN,"78721",,Bus Stop,Nearside,Northeast,Active,30.27863882000,-97.68953847000,Capital Metro,2017-08-17
"1094",3522 12th/E M Franklin,S1330,"003522",12TH,E M FRANKLIN,AUSTIN,"78721",,Bus Stop,Nearside,Northeast,Active,30.27786394000,-97.69446136000,Capital Metro,2017-08-17
"1096",3250 12th/Airport,76WB,"003250",12TH,AIRPORT,AUSTIN,"78721",,Bus Stop,Nearside,Northeast,Active,30.27697755000,-97.70017774000,Capital Metro,2017-08-17
"1097",3100 12th/McKinley,S1335,"003100",12TH,MCKINLEY,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27665389000,-97.70225759000,Capital Metro,2017-08-17
"1098",12th/Harvey,S1338,"002900",12TH,HARVEY,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27634559000,-97.70423973000,Capital Metro,2017-08-17
"1099",2900 12th/Alexander,S1340,"002900",12TH,ALEXANDER,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27572262000,-97.70809350000,Capital Metro,2017-08-17
"1100",2730 12th/New York,S2141,"002730",12TH,NEW YORK,AUSTIN,"78702",,Bus Stop,Mid-Block,Northeast,Active,30.27535093000,-97.71046363000,Capital Metro,2017-08-17
"1101",12th/Cedar,S1345,"002500",12TH,CEDAR,AUSTIN,"78702",,Bus Stop,Mid-Block,Northwest,Active,30.27487928000,-97.71339943000,Capital Metro,2017-08-17
"1102",2204 12th/Chestnut,S1347,"002204",12TH,CHESTNUT,AUSTIN,"78702",,Bus Stop,Mid-Block,Northwest,Active,30.27438978000,-97.71648558000,Capital Metro,2017-08-17
"1103",2000 12th/Poquito,S1348,"002000",12TH,POQUITO,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27400412000,-97.71885114000,Capital Metro,2017-08-17
"1105",1700 12th/Leona,S2142,"001700",12TH,LEONA,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27352067000,-97.72186954000,Capital Metro,2017-08-17
"1106",1400 12th/Angelina,S1354,"001400",12TH,ANGELINA,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27305920000,-97.72490042000,Capital Metro,2017-08-17
"1107",1220 12th/San Bernard,S1357,"001220",12TH,SAN BERNARD,AUSTIN,"78702",,Bus Stop,Farside,Northwest,Active,30.27272693000,-97.72684425000,Capital Metro,2017-08-17
"1108",12th/Waller,S1360,"001000",12TH,WALLER,AUSTIN,"78702",,Bus Stop,Farside,Northwest,Active,30.27235282000,-97.72923304000,Capital Metro,2017-08-17
"1109",12th/IH-35,S2143,"000900",12TH,BRANCH,AUSTIN,"78702",,Bus Stop,Nearside,Northeast,Active,30.27208786000,-97.73084211000,Capital Metro,2017-08-17
"1113",12th/Branch,S2134,"000800",12TH,BRANCH,AUSTIN,"78702",,Bus Stop,Nearside,Southwest,Active,30.27188586000,-97.73130580000,Capital Metro,2017-08-17
"1114",12th/Navasota,S1358,"001100",12TH,NAVASOTA,AUSTIN,"78702",,Bus Stop,Nearside,Southwest,Active,30.27243350000,-97.72784404000,Capital Metro,2017-08-17
"1118",1819 12th/Chicon,133EB,"001819",12TH,CHICON,AUSTIN,"78702",,Bus Stop,Nearside,Southwest,Active,30.27369504000,-97.72000133000,Capital Metro,2017-08-17
"1121",2601 12th/Cedar,S1344,"002601",12TH,CEDAR,AUSTIN,"78702",,Bus Stop,Farside,Southeast,Active,30.27481476000,-97.71284590000,Capital Metro,2017-08-17
"1122",2733 12th/New York,S2135,"002733",12TH,NEW YORK,AUSTIN,"78702",,Bus Stop,Mid-Block,Southeast,Active,30.27520264000,-97.71044057000,Capital Metro,2017-08-17
"1123",2863 12th/Alexander,S1341,"002863",12TH,ALEXANDER,AUSTIN,"78702",,Bus Stop,Nearside,Southwest,Active,30.27553330000,-97.70834872000,Capital Metro,2017-08-17
"1124",2917 12th/Hargrave,S2136,"002917",12TH,HARGRAVE,AUSTIN,"78702",,Bus Stop,Mid-Block,Southeast,Active,30.27586802000,-97.70634273000,Capital Metro,2017-08-17
"1125",3021 12th/McKinley,S1336,"003021",12TH,MCKINLEY,AUSTIN,"78702",,Bus Stop,Nearside,Southwest,Active,30.27647396000,-97.70236257000,Capital Metro,2017-08-17
"1126",3245 12th/Airport,76EB,"003245",12TH,AIRPORT,AUSTIN,"78702",,Bus Stop,Nearside,Southwest,Active,30.27673092000,-97.70054738000,Capital Metro,2017-08-17
"1127",3403 12th/Greenwood,S1332,"003403",12TH,GREENWOOD,AUSTIN,"78721",,Bus Stop,Farside,Southeast,Active,30.27730100000,-97.69708502000,Capital Metro,2017-08-17
"1128",3525 12th/E M Franklin,S1329,"003525",12TH,E M FRANKLIN,AUSTIN,"78721",,Bus Stop,Nearside,Southwest,Active,30.27772220000,-97.69440216000,Capital Metro,2017-08-17
"1130",1201 Webberville/12th,S1323,"001201",WEBBERVILLE,12TH,AUSTIN,"78721",,Bus Stop,Farside,Northeast,Active,30.27828241000,-97.68454407000,Capital Metro,2017-08-17
"1131",1401 Webberville/Ribbecke,S2137,"001401",WEBBERVILLE,RIBBECKE,AUSTIN,"78721",,Bus Stop,Nearside,Southwest,Active,30.27940646000,-97.68261441000,Capital Metro,2017-08-17
"1132",1419 Webberville/Fort Branch,S1319,"001419",WEBBERVILLE,FORT BRANCH,AUSTIN,"78721",,Bus Stop,Nearside,Southwest,Active,30.27974431000,-97.68096592000,Capital Metro,2017-08-17
"1133",1302 Fort Branch/Eleanor,S1301,"001302",FORT BRANCH,ELEANOR,AUSTIN,"78721",,Bus Stop,Nearside,Northwest,Active,30.27693004000,-97.68022174000,Capital Metro,2017-08-17
"1134",Eleanor/Hudson,S1316,"005500",HUDSON,ELEANOR,AUSTIN,"78721",,Bus Stop,Farside,Southeast,Active,30.27374354000,-97.67907367000,Capital Metro,2017-08-17
"1135",1201 Delano/Hudson,S1314,"001201",DELANO,HUDSON,AUSTIN,"78721",,Bus Stop,Farside,Northeast,Active,30.27342326000,-97.67792853000,Capital Metro,2017-08-17
"1137",3811 Tannehill/Jackie Robinson,S1310,"003811",TANNEHILL,JACKIE ROBINSON,AUSTIN,"78721",,Bus Stop,Farside,Northeast,Active,30.27658368000,-97.67569696000,Capital Metro,2017-08-17
"1138",4021 Tannehill/Samuel Huston,397EB,"004021",TANNEHILL,SAMUEL HUSTON,AUSTIN,"78721",,Bus Stop,Nearside,Southeast,Active,30.27919211000,-97.67397735000,Capital Metro,2017-08-17
"1140",Aberdeen/Rundberg,"68","009400",ABERDEEN,RUNDBERG,AUSTIN,"78753",,Bus Stop,Nearside,Northwest,Active,30.35293164000,-97.67880257000,Capital Metro,2017-08-17
"1141",1200 Rundberg/Teasdale,S2145,"001200",RUNDBERG,TEASDALE,AUSTIN,"78753",,Bus Stop,Nearside,Northeast,Active,30.35411050000,-97.68128869000,Capital Metro,2017-08-17
"1142",Rundberg/Hansford,S2146,"001007",RUNDBERG,HANSFORD,AUSTIN,"78753",,Bus Stop,Nearside,Northeast,Active,30.35563691000,-97.68363034000,Capital Metro,2017-08-17
"1143",838 Rundberg/Middle Fiskville,S2147,"000838",RUNDBERG,MIDDLE FISKVILLE,AUSTIN,"78753",,Bus Stop,Nearside,Northeast,Active,30.35721870000,-97.68599816000,Capital Metro,2017-08-17
"1148",Georgian/Home Pl.,S2152,"008900",GEORGIAN,HOME,AUSTIN,"78753",,Bus Stop,Nearside,Northwest,Active,30.35583224000,-97.69647380000,Capital Metro,2017-08-17
"1149",Georgian/Elliott,S2153,"008700",GEORGIAN,ELLIOTT,AUSTIN,"78753",,Bus Stop,Nearside,Northwest,Active,30.35328880000,-97.69904159000,Capital Metro,2017-08-17
"1150",Georgian/Jennifer,S2154,"008314",GEORGIAN,JENNIFER,AUSTIN,"78753",,Bus Stop,Nearside,Northwest,Active,30.34975203000,-97.70201552000,Capital Metro,2017-08-17
"1151",Georgian/Powell,S2155,"008200",GEORGIAN,POWELL,AUSTIN,"78753",,Bus Stop,Nearside,Northwest,Active,30.34769706000,-97.70323417000,Capital Metro,2017-08-17
"1152",8000 Georgian/Anderson,S2156,"008000",GEORGIAN,ANDERSON,AUSTIN,"78753",,Bus Stop,Nearside,Northwest,Active,30.34490167000,-97.70465949000,Capital Metro,2017-08-17
"1153",7700 Northcrest/Anderson,S2157,"007700",NORTHCREST,ANDERSON,AUSTIN,"78752",,Bus Stop,Mid-Block,Southwest,Active,30.34336011000,-97.70587812000,Capital Metro,2017-08-17
"1156",Crestland/Meadowview,S2160,"000400",CRESTLAND,MEADOWVIEW,AUSTIN,"78752",,Bus Stop,Nearside,Northeast,Active,30.33968147000,-97.71176144000,Capital Metro,2017-08-17
"1157",7414 Guadalupe/Crestland,S2161,"007414",GUADALUPE,CRESTLAND,AUSTIN,"78752",,Bus Stop,Mid-Block,Southwest,Active,30.33990075000,-97.71314562000,Capital Metro,2017-08-17
"1158",7106 Guadalupe/St Johns,S2162,"007106",GUADALUPE,ST JOHNS,AUSTIN,"78752",,Bus Stop,Farside,Southwest,Active,30.33732433000,-97.71483329000,Capital Metro,2017-08-17
"1159",Guadalupe/Swanee,S2163,"007000",GUADALUPE,SWANEE,AUSTIN,"78752",,Bus Stop,Nearside,Northwest,Active,30.33570456000,-97.71590286000,Capital Metro,2017-08-17
"1160",105 Highland Mall/Jonathan,209EB,"000105",HIGHLAND MALL,JONATHAN,AUSTIN,"78752",,Bus Stop,Nearside,Southwest,Active,30.32849140000,-97.71360404000,Capital Metro,2017-08-17
"1161",SW - Highland Mall/Middle Fisk,S2164,"000700",HIGHLAND MALL,MIDDLE FISKVILLE,AUSTIN,"78752",,Bus Stop,Nearside,Southwest,Active,30.32623904000,-97.70875153000,Capital Metro,2017-08-17
"1162",6200 Middle Fiskville/Tirado,S2165,"006200",MIDDLE FISKVILLE,TIRADO,AUSTIN,"78752",,Bus Stop,Nearside,Northwest,Active,30.32428622000,-97.70974120000,Capital Metro,2017-08-17
"1163",6000 Middle Fiskville/Clayton,S2166,"006000",MIDDLE FISKVILLE,CLAYTON,AUSTIN,"78752",,Bus Stop,Nearside,Northwest,Active,30.32275440000,-97.71075087000,Capital Metro,2017-08-17
"1164",5600 Avenue F/56th,S2167,"005600",AVENUE F,56TH,AUSTIN,"78751",,Bus Stop,Nearside,Northwest,Active,30.32116747000,-97.71899609000,Capital Metro,2017-08-17
"1167",303 53rd/Avenue G,S2170,"000303",53RD,AVENUE G,AUSTIN,"78751",,Bus Stop,Farside,Southeast,Active,30.31709060000,-97.72011399000,Capital Metro,2017-08-17
"1168",Duval/51st,S2171,"005100",DUVAL,51ST,AUSTIN,"78751",,Bus Stop,Nearside,Northwest,Active,30.31436241000,-97.71992247000,Capital Metro,2017-08-17
"1169",Duval/48th,S2172,"004800",DUVAL,48TH,AUSTIN,"78751",,Bus Stop,Nearside,Northwest,Active,30.31096778000,-97.72212947000,Capital Metro,2017-08-17
"1171",Duval/43rd,S2174,"004230",DUVAL,43RD,AUSTIN,"78751",,Bus Stop,Farside,Southwest,Active,30.30438040000,-97.72635662000,Capital Metro,2017-08-17
"1172",4002 Duval/41st,S2175,"004002",DUVAL,41ST,AUSTIN,"78751",,Bus Stop,Mid-Block,Southwest,Active,30.30167363000,-97.72803810000,Capital Metro,2017-08-17
"1174",Duval/33rd,S2177,"003300",DUVAL,33RD,AUSTIN,"78705",,Bus Stop,Nearside,Northwest,Active,30.29564931000,-97.73183160000,Capital Metro,2017-08-17
"1175",3200 Duval/32nd,S2178,"003200",DUVAL,32ND,AUSTIN,"78705",,Bus Stop,Nearside,Northwest,Active,30.29460292000,-97.73249546000,Capital Metro,2017-08-17
"1176",Duval/30th,S2179,"003000",DUVAL,30TH,AUSTIN,"78705",,Bus Stop,Nearside,Northwest,Active,30.29187628000,-97.73422195000,Capital Metro,2017-08-17
"1177",San Jacinto/Dean Keeton NW Cor,S2180,"002600",SAN JACINTO,DEAN KEETON,AUSTIN,"78705",,Bus Stop,Nearside,Northwest,Active,30.28959901000,-97.73468563000,Capital Metro,2017-08-17
"1178",2400 San Jacinto/24th,S2181,"002400",SAN JACINTO,24TH,AUSTIN,"78705",,Bus Stop,Nearside,Northwest,Active,30.28725379000,-97.73366255000,Capital Metro,2017-08-17
"1179",2300 San Jacinto/23rd,S2182,"002300",SAN JACINTO,23RD,AUSTIN,"78712",,Bus Stop,Nearside,Northwest,Active,30.28550483000,-97.73378262000,Capital Metro,2017-08-17
"1180",2100 San Jacinto/21st,S2183,"002100",SAN JACINTO,21ST,AUSTIN,"78712",,Bus Stop,Nearside,Northwest,Active,30.28336086000,-97.73416717000,Capital Metro,2017-08-17
"1181",1960 San Jacinto/Trinity,S2184,"001960",SAN JACINTO,TRINITY,AUSTIN,"78712",,Bus Stop,Mid-Block,Northwest,Active,30.28066082000,-97.73389927000,Capital Metro,2017-08-17
"1186",715 Riverside/Alameda,S881,"000715",RIVERSIDE,ALAMEDA,AUSTIN,"78704",,Bus Stop,Nearside,Southwest,Active,30.25073448000,-97.74060987000,Capital Metro,2017-08-17
"1187",1005 East Riverside/Travis Hei,S880,"001005",RIVERSIDE,TRAVIS HEIGHTS,AUSTIN,"78704",,Bus Stop,Mid-Block,Southeast,Active,30.24958950000,-97.73834798000,Capital Metro,2017-08-17
"1188",Riverside/Kenwood,S879,"001099",RIVERSIDE,KENWOOD,AUSTIN,"78704",,Bus Stop,Nearside,Southwest,Active,30.24859168000,-97.73688577000,Capital Metro,2017-08-17
"1190",1724 Burton/Woodland,S825,"001724",BURTON,WOODLAND,AUSTIN,"78741",,Bus Stop,Nearside,Northwest,Active,30.23615221000,-97.72845884000,Capital Metro,2017-08-17
"1191",1920 Burton/Mariposa,S886,"001920",BURTON,MARIPOSA,AUSTIN,"78741",,Bus Stop,Nearside,Northwest,Active,30.23386117000,-97.73181200000,Capital Metro,2017-08-17
"1193",2310 Parker/Oltorf,S847,"002310",PARKER,OLTORF,AUSTIN,"78741",,Bus Stop,Mid-Block,Southwest,Active,30.23187412000,-97.73728541000,Capital Metro,2017-08-17
"1194",2504 Parker/Braxton,S2185,"002504",PARKER,BRAXTON,AUSTIN,"78741",,Bus Stop,Farside,Southwest,Active,30.22992892000,-97.73855666000,Capital Metro,2017-08-17
"1195",2718 Parker/Royal Hill,S853,"002718",PARKER,ROYAL HILL,AUSTIN,"78741",,Bus Stop,Nearside,Northwest,Active,30.22750366000,-97.74050515000,Capital Metro,2017-08-17
"1199",Woodward/Ben White NW Corner,S2187,"002000",WOODWARD,BEN WHITE,AUSTIN,"78741",,Bus Stop,Nearside,Northwest,Active,30.21714657000,-97.74404159000,Capital Metro,2017-08-17
"1202",Freidrich/Directors,S860,"004190",FREIDRICH,DIRECTORS,AUSTIN,"78744",,Bus Stop,Nearside,Northwest,Active,30.21249276000,-97.74820863000,Capital Metro,2017-08-17
"1203",4600 Freidrich/St Elmo,S870,"004600",FREIDRICH,ST ELMO,AUSTIN,"78744",,Bus Stop,Mid-Block,Southwest,Active,30.20818275000,-97.75090758000,Capital Metro,2017-08-17
"1204",Teri/Freidrich,S859,"001900",TERI,FREIDRICH,AUSTIN,"78744",,Bus Stop,Mid-Block,Southeast,Active,30.20283061000,-97.75347223000,Capital Metro,2017-08-17
"1206",5110 Peppertree/Palmera,S844,"005110",PEPPERTREE,PALMERA,AUSTIN,"78744",,Bus Stop,Nearside,Northwest,Active,30.20011952000,-97.75201631000,Capital Metro,2017-08-17
"1207",5502 Peppertree/Peach,S835,"005502",PEPPERTREE,PEACH,AUSTIN,"78744",,Bus Stop,Farside,Southwest,Active,30.19618795000,-97.75321593000,Capital Metro,2017-08-17
"1208",Peppertree/Stassney,S830,"005600",PEPPERTREE,STASSNEY,AUSTIN,"78744",,Bus Stop,Nearside,Northwest,Active,30.19362402000,-97.75254817000,Capital Metro,2017-08-17
"1212",5406 Pleasant Valley/Village,S160,"005406",PLEASANT VALLEY,VILLAGE,AUSTIN,"78744",,Bus Stop,Nearside,Northwest,Active,30.19328864000,-97.74474290000,Capital Metro,2017-08-17
"1213",5802 Pleasant Valley/Leatherle,S2189,"005802",PLEASANT VALLEY,LEATHERLEAF,AUSTIN,"78744",,Bus Stop,Farside,Southwest,Active,30.18888935000,-97.74554464000,Capital Metro,2017-08-17
"1214",6100 Pleasant Valley/Dove Spri,S2190,"006100",PLEASANT VALLEY,DOVE SPRINGS,AUSTIN,"78744",,Bus Stop,Mid-Block,Southwest,Active,30.18535838000,-97.74564775000,Capital Metro,2017-08-17
"1215",6406 Pleasant Valley/Creek Ben,S2191,"006406",PLEASANT VALLEY,CREEK BEND,AUSTIN,"78744",,Bus Stop,Farside,Southwest,Active,30.18211414000,-97.74609676000,Capital Metro,2017-08-17
"1219",6107 Pleasant Valley/Turnstone,S2198,"006107",PLEASANT VALLEY,TURNSTONE,AUSTIN,"78744",,Bus Stop,Nearside,Southeast,Active,30.18519814000,-97.74519600000,Capital Metro,2017-08-17
"1220",5803 Pleasant Valley/Village S,S2199,"005803",PLEASANT VALLEY,VILLAGE SQUARE,AUSTIN,"78744",,Bus Stop,Farside,Northeast,Active,30.18889119000,-97.74529046000,Capital Metro,2017-08-17
"1221",5505 Pleasant Valley/Palo Blan,S2200,"005505",PLEASANT VALLEY,PALO BLANCO,AUSTIN,"78744",,Bus Stop,Mid-Block,Northeast,Active,30.19222924000,-97.74449575000,Capital Metro,2017-08-17
"1223",2522 Stassney/Chaparral,S833,"002522",STASSNEY,CHAPARRAL,AUSTIN,"78744",,Bus Stop,Nearside,Northeast,Active,30.19391933000,-97.74701600000,Capital Metro,2017-08-17
"1224",2408 Stassney/Palo Blanco,S827,"002408",STASSNEY,PALO BLANCO,AUSTIN,"78744",,Bus Stop,Mid-Block,Northwest,Active,30.19371366000,-97.75068513000,Capital Metro,2017-08-17
